STNAM,FIPST,LEAID,ST_LEAID,LEANM,NCESSCH,ST_SCHID,SCHNAM,ALL_COHORT_1718,ALL_RATE_1718,MAM_COHORT_1718,MAM_RATE_1718,MAS_COHORT_1718,MAS_RATE_1718,MBL_COHORT_1718,MBL_RATE_1718,MHI_COHORT_1718,MHI_RATE_1718,MTR_COHORT_1718,MTR_RATE_1718,MWH_COHORT_1718,MWH_RATE_1718,CWD_COHORT_1718,CWD_RATE_1718,ECD_COHORT_1718,ECD_RATE_1718,FCS_COHORT_1718,FCS_RATE_1718,HOM_COHORT_1718,HOM_RATE_1718,LEP_COHORT_1718,LEP_RATE_1718,DATE_CUR
LOUISIANA,22,2200017,LA-302,Louisiana School for Math Science & the Arts,2.20002E+11,LA-302-302006,Louisiana School for Math Science & the Arts,103,GE95,,,15,GE50,12,GE50,7,GE50,,,69,GE95,,,33,GE90,,,,,,,23-Sep-19
LOUISIANA,22,2200018,LA-304,LA Schools for the Deaf and Visually Impaired,2.20002E+11,LA-304-304002,Louisiana School for the Visually Impaired,6,GE50,,,,,5,PS,,,,,1,PS,6,GE50,6,GE50,,,2,PS,,,23-Sep-19
LOUISIANA,22,2200018,LA-304,LA Schools for the Deaf and Visually Impaired,2.20002E+11,LA-304-304001,Louisiana School for the Deaf,5,PS,,,,,1,PS,2,PS,,,2,PS,5,PS,4,PS,,,,,,,23-Sep-19
LOUISIANA,22,2200022,LA-318,LSU Laboratory School,2.20002E+11,LA-318-318001,LSU Laboratory School,111,GE95,,,3,PS,13,GE50,4,PS,,,91,GE95,,,5,PS,,,,,,,23-Sep-19
LOUISIANA,22,2200023,LA-319,Southern University Lab School,2.20002E+11,LA-319-319001,Southern University Lab School,42,GE90,,,,,42,GE90,,,,,,,,,31,GE90,,,,,,,23-Sep-19
LOUISIANA,22,2200023,LA-319,Southern University Lab School,2.20002E+11,LA-319-319002,Southern University Laboratory Virtual School,43,19-Nov,1,PS,1,PS,9,LT50,,,1,PS,31,19-Nov,,,26,LE20,,,,,,,23-Sep-19
LOUISIANA,22,2200030,LA-001,Acadia Parish,2.20003E+11,LA-001-001005,Church Point High School,109,85-89,,,,,29,GE80,4,PS,1,PS,75,85-89,8,LT50,52,70-79,,,,,1,PS,23-Sep-19
LOUISIANA,22,2200030,LA-001,Acadia Parish,2.20003E+11,LA-001-001007,Crowley High School,137,GE95,,,,,59,GE90,3,PS,3,PS,72,GE95,11,GE50,92,90-94,,,,,1,PS,23-Sep-19
LOUISIANA,22,2200030,LA-001,Acadia Parish,2.20003E+11,LA-001-001034,Iota High School,146,GE95,2,PS,,,4,PS,2,PS,2,PS,136,GE95,3,PS,57,GE90,,,,,1,PS,23-Sep-19
LOUISIANA,22,2200030,LA-001,Acadia Parish,2.20003E+11,LA-001-001017,Midland High School,54,GE90,,,,,7,GE50,,,2,PS,45,GE90,2,PS,20,GE80,,,,,,,23-Sep-19
LOUISIANA,22,2200030,LA-001,Acadia Parish,2.20003E+11,LA-001-001021,Rayne High School,155,90-94,,,,,51,80-89,2,PS,2,PS,100,90-94,11,GE50,100,90-94,,,,,1,PS,23-Sep-19
LOUISIANA,22,2200035,LA-333,Avoyelles Public Charter School,2.20004E+11,LA-333-333001,Avoyelles Public Charter School,57,GE90,2,PS,1,PS,7,GE50,2,PS,,,45,GE90,1,PS,17,GE80,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200036,LA-334,New Orleans Center for Creative Arts,2.20004E+11,LA-334-334001,New Orleans Center for Creative Arts,52,GE90,,,1,PS,10,GE50,4,PS,1,PS,36,GE90,,,20,GE80,,,,,,,23-Sep-19
LOUISIANA,22,2200038,LA-336,Delhi Charter School,2.20004E+11,LA-336-336001,Delhi Charter School,58,GE90,,,,,18,GE80,3,PS,,,37,80-89,3,PS,41,80-89,,,,,,,23-Sep-19
LOUISIANA,22,2200039,LA-067,Zachary Community School District,2.20004E+11,LA-067-067004,Zachary High School,361,93,,,1,PS,183,90-94,3,PS,3,PS,171,90-94,25,60-79,167,85-89,,,7,GE50,2,PS,23-Sep-19
LOUISIANA,22,2200040,LA-068,City of Baker School District,2.20004E+11,LA-068-068002,Baker High School,122,70-74,,,,,115,70-74,,,,,7,GE50,14,LT50,110,75-79,,,,,,,23-Sep-19
LOUISIANA,22,2200047,LA-A02,Office of Juvenile Justice,2.20005E+11,LA-A02-A02002,Riverside Alternative High School,40,LE10,,,,,25,LE20,1,PS,,,14,LT50,13,LT50,35,LE10,,,,,,,23-Sep-19
LOUISIANA,22,2200047,LA-A02,Office of Juvenile Justice,2.20005E+11,LA-A02-A02003,Southside Alternative High School,76,LE5,1,PS,,,65,LE5,2,PS,1,PS,7,LT50,30,LE20,64,LE5,,,,,,,23-Sep-19
LOUISIANA,22,2200060,LA-002,Allen Parish,2.20006E+11,LA-002-002001,Elizabeth High School,25,GE80,2,PS,,,,,,,,,23,GE80,4,PS,12,GE50,,,,,,,23-Sep-19
LOUISIANA,22,2200060,LA-002,Allen Parish,2.20006E+11,LA-002-002002,Fairview High School,29,GE80,,,,,,,,,,,29,GE80,1,PS,16,GE80,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200060,LA-002,Allen Parish,2.20006E+11,LA-002-002004,Kinder High School,77,GE95,4,PS,1,PS,19,GE80,3,PS,,,50,GE90,3,PS,49,GE90,,,1,PS,1,PS,23-Sep-19
LOUISIANA,22,2200060,LA-002,Allen Parish,2.20006E+11,LA-002-002006,Oakdale High School,57,GE90,,,1,PS,21,GE80,,,1,PS,34,GE90,2,PS,36,GE90,,,,,,,23-Sep-19
LOUISIANA,22,2200060,LA-002,Allen Parish,2.20006E+11,LA-002-002009,Oberlin High School,46,80-89,1,PS,,,18,GE80,,,1,PS,26,GE80,2,PS,29,GE80,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200060,LA-002,Allen Parish,2.20006E+11,LA-002-002010,Reeves High School,18,GE80,,,,,,,1,PS,,,17,GE80,4,PS,10,GE50,,,,,,,23-Sep-19
LOUISIANA,22,2200090,LA-003,Ascension Parish,2.20009E+11,LA-003-003003,Donaldsonville High School,109,80-84,1,PS,,,101,80-84,1,PS,,,6,GE50,13,GE50,93,75-79,,,,,,,23-Sep-19
LOUISIANA,22,2200090,LA-003,Ascension Parish,2.20009E+11,LA-003-003005,East Ascension High School,441,86,,,4,PS,184,80-84,45,GE90,4,PS,204,85-89,24,60-79,217,75-79,,,3,PS,7,GE50,23-Sep-19
LOUISIANA,22,2200090,LA-003,Ascension Parish,2.20009E+11,LA-003-003014,St. Amant High School,478,90,1,PS,2,PS,74,90-94,16,GE80,2,PS,383,90,35,GE90,201,80-84,,,1,PS,1,PS,23-Sep-19
LOUISIANA,22,2200090,LA-003,Ascension Parish,2.20009E+11,LA-003-003016,Dutchtown High School,535,88,3,PS,8,GE50,116,85-89,23,GE80,8,GE50,377,89,28,60-79,154,70-74,,,3,PS,2,PS,23-Sep-19
LOUISIANA,22,2200120,LA-004,Assumption Parish,2.20012E+11,LA-004-004001,Assumption High School,229,94,3,PS,1,PS,85,90-94,6,GE50,1,PS,133,GE95,9,GE50,138,90-94,,,10,GE50,,,23-Sep-19
LOUISIANA,22,2200125,LA-069,Central Community School District,2.20013E+11,LA-069-069004,Central High School,325,85,1,PS,,,69,85-89,9,GE50,2,PS,244,85-89,21,60-79,119,70-74,1,PS,7,LT50,1,PS,23-Sep-19
LOUISIANA,22,2200146,LA-341,D'Arbonne Woods Charter School,2.20015E+11,LA-341-341001,D'Arbonne Woods Charter School,57,GE90,,,,,6,GE50,3,PS,,,48,GE90,2,PS,28,GE80,,,,,,,23-Sep-19
LOUISIANA,22,2200148,LA-343,"Community School for Apprenticeship Learning, Inc.",2.20015E+11,LA-343-343001,Madison Preparatory Academy,120,GE95,,,,,120,GE95,,,,,,,3,PS,88,90-94,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200150,LA-005,Avoyelles Parish,2.20015E+11,LA-005-005004,Bunkie Magnet High School,67,75-79,,,,,29,60-79,,,,,38,GE90,3,PS,44,70-79,,,,,,,23-Sep-19
LOUISIANA,22,2200150,LA-005,Avoyelles Parish,2.20015E+11,LA-005-005016,Marksville High School,99,75-79,1,PS,2,PS,39,60-69,,,1,PS,56,80-89,4,PS,76,70-74,,,4,PS,1,PS,23-Sep-19
LOUISIANA,22,2200150,LA-005,Avoyelles Parish,2.20015E+11,LA-005-005018,Avoyelles High School,82,90-94,1,PS,,,30,GE80,2,PS,,,49,GE90,1,PS,56,GE90,,,,,,,23-Sep-19
LOUISIANA,22,2200150,LA-005,Avoyelles Parish,2.20015E+11,LA-005-005025,LA School for Ag Science,59,GE90,,,,,15,GE50,1,PS,1,PS,42,GE90,5,PS,35,GE90,,,,,,,23-Sep-19
LOUISIANA,22,2200151,LA-307,Howard School,2.20015E+11,LA-307-307001,Howard School,22,LE20,,,,,13,LT50,,,,,9,LT50,7,LT50,20,LE20,4,PS,,,,,23-Sep-19
LOUISIANA,22,2200156,LA-344,Voices for International Business & Education,2.20016E+11,LA-344-344001,International High School of New Orleans,145,80-84,,,16,GE80,83,90-94,34,50-59,1,PS,11,GE50,18,60-79,109,75-79,,,7,GE50,20,40-59,23-Sep-19
LOUISIANA,22,2200157,LA-345,"University View Academy, Inc. (FRM LA Connections)",2.20016E+11,LA-345-345001,"University View Academy, Inc. (FRM LA Connections)",317,40,5,PS,6,GE50,52,30-39,7,LT50,17,40-59,230,40-44,25,LE20,163,35-39,,,,,,,23-Sep-19
LOUISIANA,22,2200160,LA-348,New Orleans Military & Maritime Academy,2.20016E+11,LA-348-348001,New Orleans Military & Maritime Academy,165,GE95,1,PS,4,PS,75,GE95,31,GE90,4,PS,50,GE90,10,GE50,111,GE95,,,8,GE50,4,PS,23-Sep-19
LOUISIANA,22,2200180,LA-006,Beauregard Parish,2.20018E+11,LA-006-006002,DeRidder High School,195,90-94,2,PS,,,58,GE90,6,GE50,8,GE50,121,90-94,15,GE50,100,85-89,,,1,PS,1,PS,23-Sep-19
LOUISIANA,22,2200180,LA-006,Beauregard Parish,2.20018E+11,LA-006-006004,East Beauregard High School,59,GE90,3,PS,,,2,PS,,,5,PS,49,GE90,7,GE50,32,GE90,,,,,,,23-Sep-19
LOUISIANA,22,2200180,LA-006,Beauregard Parish,2.20018E+11,LA-006-006008,Merryville High School,26,GE80,1,PS,,,4,PS,1,PS,,,20,GE80,1,PS,16,GE80,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200180,LA-006,Beauregard Parish,2.20018E+11,LA-006-006010,Singer High School,22,60-79,,,,,,,,,1,PS,21,60-79,3,PS,12,GE50,,,,,,,23-Sep-19
LOUISIANA,22,2200180,LA-006,Beauregard Parish,2.20018E+11,LA-006-006011,South Beauregard High School,108,GE95,,,,,1,PS,,,,,107,GE95,6,GE50,48,GE90,,,4,PS,,,23-Sep-19
LOUISIANA,22,2200186,LA-W71,Sophie B. Wright Institute of Academic Excellence,2.20019E+11,LA-W71-W71001,Sophie B. Wright Institute of Academic Excellence,97,80-84,2,PS,1,PS,86,85-89,7,LT50,,,1,PS,6,GE50,92,85-89,,,,,5,PS,23-Sep-19
LOUISIANA,22,2200188,LA-WAH,The NET Charter High School,2.20019E+11,LA-WAH-WAH001,The NET Charter High School,65,25-29,,,,,61,25-29,4,PS,,,,,15,LT50,63,25-29,,,22,40-59,2,PS,23-Sep-19
LOUISIANA,22,2200197,LA-W84,KIPP Renaissance High School,2.2002E+11,LA-W84-W84001,KIPP Renaissance,127,85-89,,,1,PS,120,85-89,4,PS,2,PS,,,17,GE80,105,90-94,,,5,PS,4,PS,23-Sep-19
LOUISIANA,22,2200198,LA-W4B,Lake Charles College Prep,2.2002E+11,LA-W4B-W4B001,Lake Charles College Prep,79,80-84,,,1,PS,70,80-84,1,PS,,,7,GE50,10,GE50,68,85-89,,,2,PS,1,PS,23-Sep-19
LOUISIANA,22,2200207,LA-W62,Lord Beaconsfield Landry-Oliver Perry Walker High,2.20021E+11,LA-W62-W62001,Lord Beaconsfield Landry-Oliver Perry Walker High,243,79,,,,,237,80-84,5,PS,,,1,PS,14,GE50,206,75-79,,,24,60-79,6,LT50,23-Sep-19
LOUISIANA,22,2200210,LA-007,Bienville Parish,2.20021E+11,LA-007-007001,Arcadia High School,35,GE90,,,,,34,GE90,,,,,1,PS,3,PS,32,GE90,,,,,,,23-Sep-19
LOUISIANA,22,2200210,LA-007,Bienville Parish,2.20021E+11,LA-007-007002,Bienville High School,2,PS,,,,,1,PS,,,,,1,PS,2,PS,2,PS,,,,,,,23-Sep-19
LOUISIANA,22,2200210,LA-007,Bienville Parish,2.20021E+11,LA-007-007003,Castor High School,40,GE90,,,,,5,PS,1,PS,,,34,GE90,1,PS,26,GE80,,,,,,,23-Sep-19
LOUISIANA,22,2200210,LA-007,Bienville Parish,2.20021E+11,LA-007-007006,Gibsland-Coleman High School,18,60-79,,,,,16,60-79,1,PS,,,1,PS,,,15,GE50,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200210,LA-007,Bienville Parish,2.20021E+11,LA-007-007008,Ringgold High School,30,GE80,,,,,13,GE50,,,,,17,GE80,2,PS,22,GE80,,,,,,,23-Sep-19
LOUISIANA,22,2200210,LA-007,Bienville Parish,2.20021E+11,LA-007-007009,Saline High School,26,GE80,,,,,3,PS,1,PS,,,22,GE80,1,PS,12,GE50,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200214,LA-WAI,Crescent Leadership Academy,2.20021E+11,LA-WAI-WAI001,Crescent Leadership Academy,21,21-39,,,,,20,21-39,1,PS,,,,,1,PS,8,LT50,,,5,PS,,,23-Sep-19
LOUISIANA,22,2200215,LA-WAL,JS Clark Leadership Academy,2.20022E+11,LA-WAL-WAL001,JS Clark Leadership Academy,24,GE80,,,,,23,GE80,,,,,1,PS,1,PS,24,GE80,,,,,,,23-Sep-19
LOUISIANA,22,2200217,LA-W31,Dr Martin Luther King Charter School for Sci/Tech,2.20022E+11,LA-W31-W31001,Dr. Martin Luther King Charter School for Sci/Tech,54,80-89,,,,,54,80-89,,,,,,,7,GE50,53,80-89,,,,,,,23-Sep-19
LOUISIANA,22,2200221,LA-WZ5,ReNEW Accelerated High School,2.20022E+11,LA-WZ5-WZ5001,ReNew Accelerated High School,118,20-24,,,,,108,20-24,10,LT50,,,,,23,LE20,104,25-29,,,18,21-39,12,LT50,23-Sep-19
LOUISIANA,22,2200229,LA-W93,Joseph S. Clark Preparatory High School,2.20023E+11,LA-W93-W93001,Joseph S. Clark Preparatory High School,46,50-59,,,,,39,50-59,6,GE50,1,PS,,,11,GE50,40,50-59,,,3,PS,4,PS,23-Sep-19
LOUISIANA,22,2200232,LA-W9A,Vision Academy,2.20023E+11,LA-W9A-W9A001,Vision Academy,53,20-29,,,,,53,20-29,,,,,,,6,LT50,43,30-39,,,3,PS,,,23-Sep-19
LOUISIANA,22,2200233,LA-WAG,Louisiana Virtual Charter Academy,2.20023E+11,LA-WAG-WAG001,Louisiana Virtual Charter Academy,127,35-39,1,PS,,,22,21-39,1,PS,1,PS,102,35-39,18,21-39,95,35-39,,,,,,,23-Sep-19
LOUISIANA,22,2200237,LA-WJ1,Abramson Sci Academy,2.20024E+11,LA-WJ1-WJ1001,Abramson Sci Academy,122,90-94,,,13,GE50,101,90-94,5,PS,3,PS,,,24,GE80,109,90-94,,,4,PS,19,GE80,23-Sep-19
LOUISIANA,22,2200238,LA-WE2,Walter L. Cohen College Prep,2.20024E+11,LA-WE2-WE2001,Walter L. Cohen College Prep,101,50-54,,,,,83,55-59,10,LT50,,,8,LT50,11,GE50,81,50-54,,,5,PS,10,LT50,23-Sep-19
LOUISIANA,22,2200240,LA-066,City of Bogalusa School District,2.20024E+11,LA-066-066002,Bogalusa High School,97,70-74,,,,,69,75-79,3,PS,,,25,60-79,10,LT50,87,75-79,,,3,PS,,,23-Sep-19
LOUISIANA,22,2200240,LA-066,City of Bogalusa School District,2.20024E+11,LA-066-066014,Northshore Charter School,3,PS,,,,,2,PS,,,,,1,PS,1,PS,3,PS,,,,,,,23-Sep-19
LOUISIANA,22,2200241,LA-W1A,JCFA-East,2.20024E+11,LA-W1A-W1A001,JCFA-East,66,15-19,,,1,PS,28,LE20,8,LT50,1,PS,28,21-39,3,PS,45,19-Nov,,,,,3,PS,23-Sep-19
LOUISIANA,22,2200247,LA-W4A,Delta Charter Group,2.20025E+11,LA-W4A-W4A001,Delta Charter School MST,42,80-89,,,,,9,GE50,1,PS,,,32,80-89,3,PS,21,GE80,,,,,,,23-Sep-19
LOUISIANA,22,2200252,LA-W5B,Northeast Claiborne Charter,2.20025E+11,LA-W5B-W5B001,Northeast Claiborne Charter,14,GE50,,,,,8,GE50,1,PS,,,5,PS,2,PS,11,GE50,,,2,PS,,,23-Sep-19
LOUISIANA,22,2200257,LA-W9B,Capitol High School,2.20026E+11,LA-W9B-W9B001,Capitol High School,83,45-49,,,,,83,45-49,,,,,,,15,GE50,71,55-59,,,15,GE50,,,23-Sep-19
LOUISIANA,22,2200261,LA-W13,Lake Area New Tech Early College High School,2.20026E+11,LA-W13-W13001,Lake Area New Tech Early College High School,147,80-84,,,,,146,80-84,1,PS,,,,,12,GE50,133,85-89,1,PS,2,PS,,,23-Sep-19
LOUISIANA,22,2200264,LA-W67,Algiers Technology Academy,2.20026E+11,LA-W67-W67001,Algiers Technology Academy,33,LE10,,,2,PS,29,LE20,2,PS,,,,,4,PS,26,LE20,,,4,PS,2,PS,23-Sep-19
LOUISIANA,22,2200265,LA-WJ2,G W Carver High School,2.20027E+11,LA-WJ2-WJ2001,G W Carver High School,183,70-74,,,4,PS,155,80-84,21,21-39,,,3,PS,33,70-79,166,70-74,,,5,PS,24,21-39,23-Sep-19
LOUISIANA,22,2200270,LA-008,Bossier Parish,2.20027E+11,LA-008-008001,Airline High School,406,89,4,PS,5,PS,135,80-84,26,GE80,14,GE50,222,90-94,28,60-79,170,75-79,,,5,PS,2,PS,23-Sep-19
LOUISIANA,22,2200270,LA-008,Bossier Parish,2.20027E+11,LA-008-008006,Benton High School,225,93,,,1,PS,30,GE80,9,GE50,7,GE50,178,90-94,13,LT50,46,80-89,,,2,PS,,,23-Sep-19
LOUISIANA,22,2200270,LA-008,Bossier Parish,2.20027E+11,LA-008-008009,Bossier High School,195,80-84,,,,,120,80-84,19,GE80,9,LT50,47,70-79,20,60-79,147,75-79,1,PS,6,GE50,4,PS,23-Sep-19
LOUISIANA,22,2200270,LA-008,Bossier Parish,2.20027E+11,LA-008-008017,Haughton High School,311,85,,,4,PS,55,GE90,14,GE50,9,GE50,229,80-84,30,60-79,146,75-79,1,PS,3,PS,2,PS,23-Sep-19
LOUISIANA,22,2200270,LA-008,Bossier Parish,2.20027E+11,LA-008-008020,Parkway High School,322,84,1,PS,4,PS,84,80-84,18,GE80,17,GE80,198,80-84,23,60-79,131,70-74,1,PS,1,PS,1,PS,23-Sep-19
LOUISIANA,22,2200270,LA-008,Bossier Parish,2.20027E+11,LA-008-008022,Plain Dealing High School,34,70-79,,,,,17,GE80,,,,,17,40-59,6,GE50,28,60-79,,,2,PS,,,23-Sep-19
LOUISIANA,22,2200270,LA-008,Bossier Parish,2.20027E+11,LA-008-008036,Johnny Gray Jones Youth Shelter & Detention Center,4,PS,,,,,4,PS,,,,,,,2,PS,4,PS,,,,,,,23-Sep-19
LOUISIANA,22,2200275,LA-W33,Lincoln Preparatory School,2.20028E+11,LA-W33-W33001,Lincoln Preparatory School,38,70-79,,,,,34,80-89,,,,,4,PS,2,PS,23,GE80,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200276,LA-WJ4,Livingston Collegiate Academy,2.20028E+11,LA-WJ4-WJ4001,Livingston Collegiate Academy,2,PS,,,,,1,PS,,,,,1,PS,,,2,PS,,,,,1,PS,23-Sep-19
LOUISIANA,22,2200281,LA-WBI,New Orleans Charter Science and Mathematics HS,2.20028E+11,LA-WBI-WBI001,New Orleans Charter Science and Mathematics HS,109,90-94,,,5,PS,91,90-94,5,PS,5,PS,3,PS,18,GE80,77,90-94,,,7,GE50,1,PS,23-Sep-19
LOUISIANA,22,2200291,LA-WBF,Eleanor McMain Secondary School,2.20029E+11,LA-WBF-WBF001,Eleanor McMain Secondary School,133,90-94,,,,,130,90-94,3,PS,,,,,3,PS,107,90-94,,,1,PS,3,PS,23-Sep-19
LOUISIANA,22,2200293,LA-WZ9,The NET2 High School,2.20029E+11,LA-WZ9-WZ9001,The NET 2 Charter High School,22,21-39,,,,,22,21-39,,,,,,,9,LT50,17,40-59,,,6,LT50,,,23-Sep-19
LOUISIANA,22,2200294,LA-WBD,Edna Karr High School,2.20029E+11,LA-WBD-WBD001,Edna Karr High School,260,98,,,4,PS,251,GE95,4,PS,,,1,PS,25,GE80,197,GE95,,,4,PS,6,GE50,23-Sep-19
LOUISIANA,22,2200297,LA-WBE,Lusher Charter School,2.2003E+11,LA-WBE-WBE001,Lusher Charter School,132,GE95,,,4,PS,49,GE90,12,GE50,8,GE50,59,GE90,2,PS,38,GE90,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200299,LA-WBB,Benjamin Franklin High School,2.2003E+11,LA-WBB-WBB001,Benjamin Franklin High School,192,GE95,,,30,GE80,49,GE90,17,GE80,8,GE50,88,GE95,1,PS,63,GE95,,,,,,,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009008,C.E. Byrd High School,443,93,1,PS,6,GE50,214,90-94,20,GE80,5,PS,197,GE95,12,GE50,188,85-89,,,16,40-59,3,PS,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009013,Captain Shreve High School,330,88,1,PS,6,GE50,161,85-89,10,GE50,6,GE50,146,85-89,19,40-59,154,80-84,,,8,GE50,1,PS,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009025,Green Oaks Performing Arts Academy,86,90-94,,,,,85,85-89,,,1,PS,,,11,GE50,77,85-89,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009031,Huntington High School,172,85-89,,,,,152,85-89,7,GE50,,,13,GE50,12,GE50,119,80-84,1,PS,5,PS,3,PS,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009042,North Caddo High School,85,90-94,1,PS,,,34,GE90,2,PS,1,PS,47,GE90,4,PS,61,90-94,,,,,1,PS,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009045,Northwood High School,228,90,,,,,80,GE95,7,GE50,1,PS,140,85-89,20,60-79,130,85-89,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009059,Southwood High School,350,89,2,PS,4,PS,250,90-94,6,GE50,3,PS,85,80-84,20,GE80,243,85-89,,,11,GE50,4,PS,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009069,Booker T. Washington New Technology High School,206,86,,,,,202,85-89,,,,,4,PS,25,GE80,188,85-89,,,10,GE50,,,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009073,Woodlawn Leadership Academy,151,75-79,,,,,150,80-84,,,,,1,PS,14,GE50,139,80-84,,,6,GE50,,,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009012,Caddo Parish Magnet High School,241,GE99,,,19,GE80,47,GE90,12,GE50,4,PS,159,GE95,2,PS,54,GE90,,,,,,,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009096,Alexander Learning Center,17,LE20,,,,,12,LT50,,,,,5,PS,3,PS,14,LT50,,,,,,,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009104,Academic Recovery Ombudsman,29,LE20,,,,,24,LE20,1,PS,,,4,PS,6,LT50,23,LE20,,,4,PS,1,PS,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009108,Pathways in Education-Louisiana Inc.,87,25-29,,,,,39,19-Nov,2,PS,1,PS,45,40-49,3,PS,69,25-29,,,2,PS,,,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009109,Pathways in Education - North market,57,20-29,,,,,22,LE20,5,PS,,,30,40-59,7,LT50,44,19-Nov,,,1,PS,,,23-Sep-19
LOUISIANA,22,2200300,LA-009,Caddo Parish,2.2003E+11,LA-009-009110,Caddo Virtual Academy,12,GE50,,,,,3,PS,,,1,PS,8,GE50,2,PS,5,PS,,,,,,,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010003,Alfred M. Barbe High School,464,90,2,PS,20,GE80,144,85-89,15,GE50,3,PS,280,85-89,22,60-79,168,75-79,,,5,PS,3,PS,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010004,Bell City High School,53,GE90,,,,,1,PS,2,PS,1,PS,49,GE90,6,GE50,21,GE80,,,1,PS,1,PS,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010014,DeQuincy High School,96,85-89,,,,,15,GE50,,,,,81,90-94,16,60-79,49,80-89,,,5,PS,,,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010025,Sam Houston High School,296,90,1,PS,5,PS,22,GE80,6,GE50,4,PS,258,90-94,31,80-89,95,75-79,,,2,PS,2,PS,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010026,Iowa High School,139,90-94,,,2,PS,48,GE90,3,PS,3,PS,83,85-89,15,GE50,88,90-94,,,6,GE50,1,PS,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010033,LaGrange High School,226,80,,,3,PS,188,80-84,10,LT50,1,PS,24,60-79,18,GE80,167,75-79,,,11,GE50,7,LT50,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010051,Starks High School,23,GE80,,,,,,,,,,,23,GE80,2,PS,10,GE50,,,,,,,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010052,Sulphur High School,427,88,,,6,GE50,50,80-89,17,60-79,,,354,89,36,60-69,172,75-79,1,PS,7,GE50,5,PS,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010056,Vinton High School,62,90-94,,,2,PS,13,GE50,2,PS,,,45,GE90,8,GE50,34,80-89,,,1,PS,1,PS,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010058,Washington/Marion Magnet High School,121,80-84,,,,,118,80-84,2,PS,,,1,PS,14,GE50,98,80-84,,,6,GE50,,,23-Sep-19
LOUISIANA,22,2200330,LA-010,Calcasieu Parish,2.20033E+11,LA-010-010064,Westlake High School,131,90-94,1,PS,,,39,GE90,4,PS,,,87,GE95,15,GE50,64,85-89,,,3,PS,,,23-Sep-19
LOUISIANA,22,2200360,LA-011,Caldwell Parish,2.20036E+11,LA-011-011001,Caldwell Parish High School,105,GE95,,,1,PS,16,GE80,5,PS,2,PS,81,GE95,11,GE50,63,GE95,,,,,1,PS,23-Sep-19
LOUISIANA,22,2200390,LA-012,Cameron Parish,2.20039E+11,LA-012-012003,Grand Lake High School,48,GE90,,,,,,,5,PS,,,43,GE90,3,PS,14,GE50,,,,,,,23-Sep-19
