STNAM,FIPST,LEAID,ST_LEAID,LEANM,NCESSCH,ST_SCHID,SCHNAM,ALL_COHORT_1718,ALL_RATE_1718,MAM_COHORT_1718,MAM_RATE_1718,MAS_COHORT_1718,MAS_RATE_1718,MBL_COHORT_1718,MBL_RATE_1718,MHI_COHORT_1718,MHI_RATE_1718,MTR_COHORT_1718,MTR_RATE_1718,MWH_COHORT_1718,MWH_RATE_1718,CWD_COHORT_1718,CWD_RATE_1718,ECD_COHORT_1718,ECD_RATE_1718,FCS_COHORT_1718,FCS_RATE_1718,HOM_COHORT_1718,HOM_RATE_1718,LEP_COHORT_1718,LEP_RATE_1718,DATE_CUR
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912036,WESTSIDE H S,691,90,3,PS,52,GE90,203,85-89,280,90-94,14,GE50,139,90-94,35,80-89,404,92,,,102,90-94,79,75-79,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912322,CARNEGIE VANGUARD H S,143,GE95,,,30,GE80,10,GE50,54,GE90,5,PS,44,GE90,,,52,GE90,,,11,GE50,,,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912323,CHALLENGE EARLY COLLEGE H S,116,GE95,,,1,PS,17,GE80,93,GE95,,,5,PS,1,PS,87,GE95,,,9,GE50,2,PS,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912324,LIBERTY H S,134,LE5,,,1,PS,7,LT50,119,LE5,,,7,LT50,,,116,LE5,1,PS,38,LE10,132,LE5,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912345,EAST EARLY COLLEGE H S,105,GE95,1,PS,2,PS,,,100,GE95,,,2,PS,,,86,GE95,,,3,PS,3,PS,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912348,HOUSTON ACADEMY FOR INTERNATIONAL STUDIES,113,GE95,,,4,PS,40,GE90,59,GE90,,,10,GE50,,,75,GE95,,,8,GE50,2,PS,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912311,MOUNT CARMEL ACADEMY,82,GE95,,,1,PS,10,GE50,68,GE95,,,3,PS,3,PS,70,GE95,,,10,GE50,5,PS,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912310,HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER,640,89,,,2,PS,42,80-89,585,90,,,11,GE50,65,75-79,533,89,1,PS,83,80-84,156,85-89,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912321,ENERGIZED FOR STEM ACADEMY SOUTHEAST H S,23,GE80,,,,,14,GE50,9,GE50,,,,,1,PS,20,GE80,,,2,PS,2,PS,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912308,NORTH HOUSTON EARLY COLLEGE H S,109,GE95,,,,,8,GE50,101,GE95,,,,,,,93,GE95,,,27,GE80,4,PS,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912455,ENERGIZED FOR STEM ACADEMY SOUTHWEST H S,78,GE95,,,1,PS,5,PS,72,GE95,,,,,1,PS,73,GE95,,,21,GE80,18,GE80,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912100,TEXAS CONNECTIONS ACADEMY AT HOUSTON,913,53,8,LT50,28,60-79,99,40-44,280,45-49,32,50-59,466,57,30,60-79,353,38,3,PS,32,19-Nov,30,21-39,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912458,MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN,32,GE90,,,1,PS,11,GE50,19,GE80,,,1,PS,,,21,GE80,,,2,PS,2,PS,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912463,YOUNG WOMEN'S COLLEGE PREP ACADEMY,43,GE90,1,PS,2,PS,23,GE80,17,GE80,,,,,,,26,GE80,,,6,GE50,,,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912477,NORTH FOREST H S,245,76,,,,,164,70-74,81,80-84,,,,,29,40-59,215,80-84,1,PS,104,75-79,22,60-79,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912486,SOUTH EARLY COLLEGE H S,46,GE90,,,,,31,GE90,14,GE50,1,PS,,,1,PS,41,GE90,,,8,GE50,,,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912484,MIDDLE COLLEGE H S AT HCC GULFTON,79,35-39,1,PS,1,PS,16,21-39,56,40-49,,,5,PS,9,LT50,64,40-44,,,11,LT50,26,21-39,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912485,MIDDLE COLLEGE H S AT HCC FRAGA,69,65-69,,,,,11,GE50,55,60-69,,,3,PS,6,GE50,56,70-79,1,PS,14,GE50,12,GE50,23-Sep-19
TEXAS,48,4823640,TX-101912,HOUSTON ISD,4.82364E+11,TX-101912-101912097,HCC LIFE SKILLS PROGRAM,30,LE20,,,1,PS,11,LT50,16,LE20,,,2,PS,30,LE20,12,LT50,,,5,PS,3,PS,23-Sep-19
TEXAS,48,4823670,TX-091905,HOWE ISD,4.82367E+11,TX-091905-091905001,HOWE H S,73,GE95,1,PS,,,2,PS,8,GE50,3,PS,59,GE90,5,PS,24,GE80,,,2,PS,,,23-Sep-19
TEXAS,48,4823730,TX-109905,HUBBARD ISD,4.82373E+11,TX-109905-109905001,HUBBARD H S,31,GE90,1,PS,,,6,GE50,2,PS,1,PS,21,GE80,4,PS,16,GE80,,,3,PS,,,23-Sep-19
TEXAS,48,4823760,TX-072908,HUCKABAY ISD,4.82376E+11,TX-072908-072908001,HUCKABAY SCHOOL,14,GE50,1,PS,,,,,3,PS,,,10,GE50,,,3,PS,,,,,,,23-Sep-19
TEXAS,48,4823790,TX-003902,HUDSON ISD,4.82379E+11,TX-003902-003902001,HUDSON H S,190,GE95,,,4,PS,7,GE50,50,GE90,3,PS,126,GE95,22,GE80,88,GE95,,,5,PS,4,PS,23-Sep-19
TEXAS,48,4823790,TX-003902,HUDSON ISD,4.82379E+11,TX-003902-003902004,STUBBLEFIELD LRN CTR,19,40-59,,,,,,,7,GE50,,,12,GE50,2,PS,11,LT50,,,5,PS,4,PS,23-Sep-19
TEXAS,48,4823820,TX-101925,HUFFMAN ISD,4.82382E+11,TX-101925-101925001,HARGRAVE H S,255,98,1,PS,1,PS,9,GE50,48,GE90,3,PS,193,GE95,23,GE80,137,GE95,,,100,GE95,9,GE50,23-Sep-19
TEXAS,48,4823850,TX-034903,HUGHES SPRINGS ISD,4.82385E+11,TX-034903-034903001,HUGHES SPRINGS H S,90,GE95,,,1,PS,12,GE50,11,GE50,3,PS,63,GE95,8,GE50,46,GE90,,,6,GE50,3,PS,23-Sep-19
TEXAS,48,4823880,TX-146905,HULL-DAISETTA ISD,4.82388E+11,TX-146905-146905001,HULL-DAISETTA H S,43,GE90,,,,,4,PS,8,GE50,2,PS,29,GE80,5,PS,34,GE90,,,31,GE90,2,PS,23-Sep-19
TEXAS,48,4823910,TX-101913,HUMBLE ISD,4.82391E+11,TX-101913-101913001,HUMBLE H S,459,92,1,PS,13,GE50,167,90-94,236,90-94,8,GE50,34,70-79,30,60-79,287,90-94,6,GE50,42,80-89,44,GE90,23-Sep-19
TEXAS,48,4823910,TX-101913,HUMBLE ISD,4.82391E+11,TX-101913-101913002,KINGWOOD H S,644,94,5,PS,30,GE80,19,GE80,113,90-94,6,GE50,471,94,35,50-59,93,90-94,1,PS,67,90-94,2,PS,23-Sep-19
TEXAS,48,4823910,TX-101913,HUMBLE ISD,4.82391E+11,TX-101913-101913008,ATASCOCITA H S,882,94,,,30,GE80,213,90-94,268,90-94,20,GE80,351,94,52,70-79,250,90-94,,,47,GE90,27,60-79,23-Sep-19
TEXAS,48,4823910,TX-101913,HUMBLE ISD,4.82391E+11,TX-101913-101913013,KINGWOOD PARK H S,430,95,2,PS,9,GE50,26,GE80,105,90-94,5,PS,283,GE95,36,50-59,102,90-94,1,PS,45,GE90,7,GE50,23-Sep-19
TEXAS,48,4823910,TX-101913,HUMBLE ISD,4.82391E+11,TX-101913-101913014,SUMMER CREEK H S,631,93,4,PS,19,GE80,263,GE95,265,90-94,4,PS,76,85-89,53,60-69,306,92,2,PS,56,80-89,52,80-89,23-Sep-19
TEXAS,48,4823910,TX-101913,HUMBLE ISD,4.82391E+11,TX-101913-101913005,QUEST EARLY COLLEGE H S,91,GE95,,,13,GE50,11,GE50,39,GE90,1,PS,27,GE80,,,22,GE80,,,3,PS,1,PS,23-Sep-19
TEXAS,48,4824000,TX-003904,HUNTINGTON ISD,4.824E+11,TX-003904-003904005,PRIDE ALTER SCH,19,60-79,,,,,,,,,1,PS,18,60-79,2,PS,13,GE50,,,1,PS,,,23-Sep-19
TEXAS,48,4824000,TX-003904,HUNTINGTON ISD,4.824E+11,TX-003904-003904001,HUNTINGTON H S,121,GE95,1,PS,,,2,PS,11,GE50,2,PS,105,GE95,11,GE50,43,GE90,,,1,PS,1,PS,23-Sep-19
TEXAS,48,4824030,TX-236902,HUNTSVILLE ISD,4.82403E+11,TX-236902-236902002,HUNTSVILLE H S,451,85,2,PS,3,PS,108,85-89,138,80-84,10,GE50,190,85-89,45,70-79,248,80-84,3,PS,46,70-79,39,60-69,23-Sep-19
TEXAS,48,4824030,TX-236902,HUNTSVILLE ISD,4.82403E+11,TX-236902-236902008,TEXAS ONLINE PREPARATORY H S,115,75-79,2,PS,6,GE50,8,GE50,37,60-69,3,PS,59,80-89,4,PS,28,60-79,,,3,PS,1,PS,23-Sep-19
TEXAS,48,4824060,TX-220916,HURST-EULESS-BEDFORD ISD,4.82406E+11,TX-220916-220916001,BELL H S,674,98,3,PS,61,GE95,89,90-94,205,GE95,34,GE90,282,GE95,39,GE90,262,GE95,1,PS,32,GE90,47,GE90,23-Sep-19
TEXAS,48,4824060,TX-220916,HURST-EULESS-BEDFORD ISD,4.82406E+11,TX-220916-220916002,TRINITY H S,809,98,4,PS,109,GE95,168,GE95,241,GE95,36,GE90,251,GE95,64,80-84,404,97,2,PS,48,GE90,71,90-94,23-Sep-19
TEXAS,48,4824060,TX-220916,HURST-EULESS-BEDFORD ISD,4.82406E+11,TX-220916-220916005,KEYS H S,96,75-79,,,5,PS,20,60-79,34,60-69,4,PS,33,80-89,10,GE50,49,70-79,,,23,GE80,9,GE50,23-Sep-19
TEXAS,48,4824100,TX-246906,HUTTO ISD,4.8241E+11,TX-246906-246906001,HUTTO H S,461,92,2,PS,4,PS,66,GE95,228,90-94,17,GE80,144,90-94,32,70-79,173,90-94,,,25,GE80,38,GE90,23-Sep-19
TEXAS,48,4824120,TX-152910,IDALOU ISD,4.82412E+11,TX-152910-152910001,IDALOU H S,82,GE95,,,,,,,30,GE80,,,52,GE90,14,GE50,32,GE90,,,3,PS,,,23-Sep-19
TEXAS,48,4824150,TX-120905,INDUSTRIAL ISD,4.82415E+11,TX-120905-120905001,INDUSTRIAL H S,85,GE95,,,1,PS,1,PS,29,GE80,,,54,GE90,5,PS,25,GE80,,,1,PS,1,PS,23-Sep-19
TEXAS,48,4824180,TX-205903,INGLESIDE ISD,4.82418E+11,TX-205903-205903001,INGLESIDE H S,174,GE95,1,PS,,,2,PS,93,GE95,3,PS,75,GE95,15,GE50,120,GE95,,,46,GE90,7,GE50,23-Sep-19
TEXAS,48,4824210,TX-133904,INGRAM ISD,4.82421E+11,TX-133904-133904001,INGRAM TOM MOORE H S,73,GE95,,,2,PS,,,26,GE80,1,PS,44,GE90,10,GE50,42,GE90,,,2,PS,11,GE50,23-Sep-19
TEXAS,48,4824240,TX-093903,IOLA ISD,4.82424E+11,TX-093903-093903001,IOLA H S,24,GE80,,,,,3,PS,2,PS,,,19,GE80,2,PS,8,GE50,,,,,,,23-Sep-19
TEXAS,48,4824260,TX-243903,IOWA PARK CISD,4.82426E+11,TX-243903-243903001,IOWA PARK H S,133,GE95,,,1,PS,,,15,GE50,2,PS,115,GE95,18,GE80,52,GE90,,,5,PS,1,PS,23-Sep-19
TEXAS,48,4824300,TX-208903,IRA ISD,4.8243E+11,TX-208903-208903001,IRA SCHOOL,25,GE80,,,,,,,8,GE50,,,17,GE80,,,6,GE50,,,2,PS,,,23-Sep-19
TEXAS,48,4824330,TX-186903,IRAAN-SHEFFIELD ISD,4.82433E+11,TX-186903-186903001,IRAAN H S,30,GE80,,,,,,,19,GE80,,,11,GE50,2,PS,8,GE50,,,,,3,PS,23-Sep-19
TEXAS,48,4824360,TX-018906,IREDELL ISD,4.82436E+11,TX-018906-018906001,IREDELL SCHOOL,14,GE50,,,,,,,4,PS,,,10,GE50,,,6,GE50,1,PS,1,PS,,,23-Sep-19
TEXAS,48,4824420,TX-057912,IRVING ISD,4.82442E+11,TX-057912-057912002,IRVING H S,540,98,8,GE50,10,GE50,53,GE90,434,98,5,PS,30,GE80,40,80-89,387,98,,,23,GE80,124,GE95,23-Sep-19
TEXAS,48,4824420,TX-057912,IRVING ISD,4.82442E+11,TX-057912-057912003,MACARTHUR H S,658,92,12,GE50,40,GE90,137,90-94,361,91,14,GE50,94,90-94,49,70-79,402,92,,,41,80-89,129,85-89,23-Sep-19
TEXAS,48,4824420,TX-057912,IRVING ISD,4.82442E+11,TX-057912-057912004,NIMITZ H S,562,88,2,PS,13,GE50,45,GE90,442,88,2,PS,58,80-89,47,70-79,369,89,,,30,60-79,129,70-74,23-Sep-19
TEXAS,48,4824420,TX-057912,IRVING ISD,4.82442E+11,TX-057912-057912005,BARBARA CARDWELL CAREER PREPARATORY CENTER,184,70-74,4,PS,2,PS,18,40-59,146,75-79,2,PS,12,GE50,6,GE50,114,75-79,1,PS,25,40-59,57,70-79,23-Sep-19
TEXAS,48,4824420,TX-057912,IRVING ISD,4.82442E+11,TX-057912-057912006,JACK E SINGLEY ACADEMY,389,98,3,PS,37,GE90,27,GE80,282,GE95,2,PS,38,GE90,19,GE80,249,GE95,,,12,GE50,59,GE90,23-Sep-19
TEXAS,48,4824450,TX-070907,ITALY ISD,4.82445E+11,TX-070907-070907001,ITALY H S,53,GE90,,,,,11,GE50,17,GE80,2,PS,23,GE80,8,GE50,35,GE90,,,2,PS,5,PS,23-Sep-19
TEXAS,48,4824480,TX-109907,ITASCA ISD,4.82448E+11,TX-109907-109907001,ITASCA H S,50,GE90,1,PS,1,PS,4,PS,25,GE80,1,PS,18,GE80,5,PS,39,GE90,2,PS,11,GE50,4,PS,23-Sep-19
TEXAS,48,4824530,TX-119902,JACKSBORO ISD,4.82453E+11,TX-119902-119902001,JACKSBORO H S,67,GE95,,,,,,,23,GE80,1,PS,43,GE90,6,GE50,32,GE90,,,3,PS,3,PS,23-Sep-19
TEXAS,48,4824590,TX-037904,JACKSONVILLE ISD,4.82459E+11,TX-037904-037904002,JACKSONVILLE H S,311,87,,,3,PS,55,80-89,141,85-89,8,GE50,104,90-94,35,80-89,209,85-89,1,PS,2,PS,25,60-79,23-Sep-19
TEXAS,48,4824600,TX-246907,JARRELL ISD,4.8246E+11,TX-246907-246907001,JARRELL H S,105,GE95,,,,,7,GE50,39,GE90,4,PS,55,GE90,9,GE50,56,GE90,,,12,GE50,7,GE50,23-Sep-19
TEXAS,48,4824630,TX-121904,JASPER ISD,4.82463E+11,TX-121904-121904001,JASPER H S,159,90-94,,,,,75,85-89,28,GE80,2,PS,54,GE90,27,GE80,114,90-94,1,PS,14,GE50,3,PS,23-Sep-19
TEXAS,48,4824660,TX-132902,JAYTON-GIRARD ISD,4.82466E+11,TX-132902-132902001,JAYTON SCHOOLS,12,GE50,,,,,,,4,PS,,,8,GE50,1,PS,2,PS,,,,,,,23-Sep-19
TEXAS,48,4824730,TX-155901,JEFFERSON ISD,4.82473E+11,TX-155901-155901002,JEFFERSON H S,61,GE95,1,PS,,,25,GE80,2,PS,1,PS,32,GE90,8,GE50,42,GE90,2,PS,4,PS,,,23-Sep-19
TEXAS,48,4824750,TX-124901,JIM HOGG COUNTY ISD,4.82475E+11,TX-124901-124901001,HEBBRONVILLE H S,76,90-94,1,PS,,,,,73,90-94,,,2,PS,5,PS,62,90-94,,,,,,,23-Sep-19
TEXAS,48,4824780,TX-221911,JIM NED CISD,4.82478E+11,TX-221911-221911001,JIM NED H S,67,GE95,,,2,PS,,,4,PS,1,PS,60,GE90,3,PS,6,GE50,,,3,PS,,,23-Sep-19
TEXAS,48,4824810,TX-210902,JOAQUIN ISD,4.82481E+11,TX-210902-210902001,JOAQUIN H S,50,GE90,1,PS,,,4,PS,8,GE50,,,37,GE90,8,GE50,26,GE80,,,2,PS,1,PS,23-Sep-19
TEXAS,48,4824840,TX-016901,JOHNSON CITY ISD,4.82484E+11,TX-016901-016901001,LYNDON B JOHNSON H S,71,GE95,,,,,,,20,GE80,,,51,GE90,7,GE50,18,GE80,,,,,1,PS,23-Sep-19
TEXAS,48,4824900,TX-050909,JONESBORO ISD,4.8249E+11,TX-050909-050909001,JONESBORO SCHOOL,25,GE80,,,,,,,5,PS,1,PS,19,GE80,2,PS,15,GE50,,,,,2,PS,23-Sep-19
TEXAS,48,4824930,TX-126905,JOSHUA ISD,4.82493E+11,TX-126905-126905001,JOSHUA H S,323,98,2,PS,4,PS,6,GE50,86,GE95,8,GE50,217,GE95,17,GE80,138,GE95,4,PS,9,GE50,11,GE50,23-Sep-19
TEXAS,48,4824930,TX-126905,JOSHUA ISD,4.82493E+11,TX-126905-126905002,NEW HORIZON H S,39,80-89,,,,,,,8,GE50,1,PS,30,GE80,1,PS,25,GE80,1,PS,8,GE50,1,PS,23-Sep-19
TEXAS,48,4824960,TX-007902,JOURDANTON ISD,4.82496E+11,TX-007902-007902001,JOURDANTON H S,91,90-94,,,1,PS,2,PS,51,GE90,1,PS,36,GE90,8,GE50,40,GE90,,,2,PS,2,PS,23-Sep-19
TEXAS,48,4824990,TX-015916,JUDSON ISD,4.82499E+11,TX-015916-015916001,JUDSON H S,917,86,2,PS,25,GE80,232,85-89,483,86,22,GE80,153,85-89,81,65-69,463,87,19,40-59,28,60-79,41,80-89,23-Sep-19
TEXAS,48,4824990,TX-015916,JUDSON ISD,4.82499E+11,TX-015916-015916003,JUDSON LEARNING ACAD,101,75-79,,,,,21,60-79,56,70-79,3,PS,21,GE80,4,PS,55,70-79,1,PS,11,LT50,2,PS,23-Sep-19
TEXAS,48,4824990,TX-015916,JUDSON ISD,4.82499E+11,TX-015916-015916008,KAREN WAGNER H S,550,83,1,PS,14,GE50,161,85-89,321,83,7,GE50,46,80-89,61,50-54,398,86,3,PS,31,70-79,43,60-69,23-Sep-19
TEXAS,48,4824990,TX-015916,JUDSON ISD,4.82499E+11,TX-015916-015916009,JUDSON EARLY COLLEGE ACADEMY,100,GE95,,,7,GE50,19,GE80,49,GE90,8,GE50,17,GE80,,,46,GE90,,,1,PS,1,PS,23-Sep-19
TEXAS,48,4825020,TX-134901,JUNCTION ISD,4.82502E+11,TX-134901-134901001,JUNCTION H S,50,GE90,,,1,PS,,,22,GE80,1,PS,26,GE80,5,PS,24,GE80,,,,,2,PS,23-Sep-19
TEXAS,48,4825140,TX-128901,KARNES CITY ISD,4.82514E+11,TX-128901-128901001,KARNES CITY H S,83,GE95,,,,,,,54,GE90,1,PS,28,GE80,5,PS,53,GE90,1,PS,4,PS,,,23-Sep-19
TEXAS,48,4825170,TX-101914,KATY ISD,4.82517E+11,TX-101914-101914001,KATY H S,819,94,2,PS,30,GE80,73,90-94,294,90-94,28,GE80,392,97,78,80-84,303,92,,,44,80-89,29,60-79,23-Sep-19
TEXAS,48,4825170,TX-101914,KATY ISD,4.82517E+11,TX-101914-101914003,OPPORT AWARENESS CTR,2,PS,,,,,,,1,PS,,,1,PS,,,1,PS,,,,,,,23-Sep-19
TEXAS,48,4825170,TX-101914,KATY ISD,4.82517E+11,TX-101914-101914002,TAYLOR H S,744,95,5,PS,122,GE95,49,GE90,171,90-94,23,GE80,374,95,36,50-59,196,90-94,1,PS,31,GE90,52,GE90,23-Sep-19
TEXAS,48,4825170,TX-101914,KATY ISD,4.82517E+11,TX-101914-101914005,MAYDE CREEK H S,638,89,3,PS,34,GE90,102,80-84,370,89,11,GE50,118,90-94,62,70-74,406,88,1,PS,61,75-79,58,80-89,23-Sep-19
TEXAS,48,4825170,TX-101914,KATY ISD,4.82517E+11,TX-101914-101914007,CINCO RANCH H S,767,97,1,PS,120,GE95,69,GE95,170,GE95,35,GE90,372,98,34,60-69,220,GE95,,,110,GE95,40,GE90,23-Sep-19
TEXAS,48,4825170,TX-101914,KATY ISD,4.82517E+11,TX-101914-101914011,RAINES H S,199,65-69,,,5,PS,32,50-59,86,65-69,2,PS,74,70-74,8,GE50,101,65-69,2,PS,19,21-39,14,LT50,23-Sep-19
TEXAS,48,4825170,TX-101914,KATY ISD,4.82517E+11,TX-101914-101914009,MORTON RANCH H S,891,91,,,54,GE90,171,90-94,481,89,24,GE80,161,90-94,66,80-84,574,92,,,42,60-69,93,75-79,23-Sep-19
TEXAS,48,4825170,TX-101914,KATY ISD,4.82517E+11,TX-101914-101914010,SEVEN LAKES H S,835,98,3,PS,223,GE95,53,GE90,202,GE95,20,GE80,334,GE99,31,GE90,135,GE95,,,27,GE80,41,GE90,23-Sep-19
TEXAS,48,4825170,TX-101914,KATY ISD,4.82517E+11,TX-101914-101914012,TOMPKINS H S,716,98,1,PS,129,GE95,54,GE90,187,GE95,29,GE80,316,98,23,40-59,75,GE95,,,2,PS,30,GE80,23-Sep-19
TEXAS,48,4825200,TX-129903,KAUFMAN ISD,4.8252E+11,TX-129903-129903001,KAUFMAN H S,232,GE99,2,PS,3,PS,14,GE50,87,GE95,3,PS,123,GE95,29,GE80,125,GE95,2,PS,7,GE50,8,GE50,23-Sep-19
TEXAS,48,4825200,TX-129903,KAUFMAN ISD,4.8252E+11,TX-129903-129903003,GARY W CAMPBELL H S,27,60-79,,,,,1,PS,10,GE50,,,16,GE80,4,PS,16,GE80,1,PS,2,PS,4,PS,23-Sep-19
TEXAS,48,4825230,TX-126906,KEENE ISD,4.82523E+11,TX-126906-126906001,KEENE H S,67,85-89,1,PS,8,GE50,2,PS,31,80-89,,,25,GE80,4,PS,40,80-89,,,,,6,GE50,23-Sep-19
TEXAS,48,4825230,TX-126906,KEENE ISD,4.82523E+11,TX-126906-126906002,ALTER LEARNING CTR,7,GE50,,,5,PS,,,,,,,2,PS,,,7,GE50,,,,,2,PS,23-Sep-19
TEXAS,48,4825260,TX-220907,KELLER ISD,4.82526E+11,TX-220907-220907001,KELLER H S,704,97,,,51,GE90,17,60-79,82,GE95,26,GE80,528,98,33,70-79,42,GE90,2,PS,4,PS,16,GE80,23-Sep-19
TEXAS,48,4825260,TX-220907,KELLER ISD,4.82526E+11,TX-220907-220907039,NEW DIRECTION LRN CTR,54,50-59,,,2,PS,3,PS,12,GE50,4,PS,33,50-59,3,PS,15,LT50,2,PS,6,LT50,3,PS,23-Sep-19
TEXAS,48,4825260,TX-220907,KELLER ISD,4.82526E+11,TX-220907-220907002,FOSSIL RIDGE H S,624,92,6,GE50,88,GE95,85,90-94,201,90-94,20,GE80,224,90-94,37,70-79,259,90-94,1,PS,25,GE80,53,80-89,23-Sep-19
TEXAS,48,4825260,TX-220907,KELLER ISD,4.82526E+11,TX-220907-220907004,CENTRAL H S,630,95,,,58,GE90,65,90-94,141,GE95,25,GE80,341,94,50,70-79,144,90-94,2,PS,26,60-79,33,GE90,23-Sep-19
TEXAS,48,4825260,TX-220907,KELLER ISD,4.82526E+11,TX-220907-220907005,TIMBER CREEK H S,746,95,3,PS,51,GE90,70,90-94,184,GE95,30,GE80,408,95,45,70-79,161,90-94,,,15,GE50,42,GE90,23-Sep-19
TEXAS,48,4825290,TX-242905,KELTON ISD,4.82529E+11,TX-242905-242905001,KELTON SCHOOL,4,PS,,,,,,,1,PS,,,3,PS,1,PS,,,,,,,,,23-Sep-19
TEXAS,48,4825320,TX-129904,KEMP ISD,4.82532E+11,TX-129904-129904001,KEMP H S,101,GE95,,,,,3,PS,16,GE80,2,PS,80,GE95,13,GE50,54,GE90,,,10,GE50,2,PS,23-Sep-19
TEXAS,48,4825440,TX-128902,KENEDY ISD,4.82544E+11,TX-128902-128902001,KENEDY H S,57,80-89,,,,,1,PS,51,GE90,,,5,PS,7,GE50,54,80-89,1,PS,4,PS,1,PS,23-Sep-19
TEXAS,48,4825470,TX-113906,KENNARD ISD,4.82547E+11,TX-113906-113906001,KENNARD H S,20,GE80,1,PS,,,5,PS,1,PS,,,13,GE50,4,PS,12,GE50,2,PS,1,PS,,,23-Sep-19
TEXAS,48,4825500,TX-220914,KENNEDALE ISD,4.8255E+11,TX-220914-220914001,KENNEDALE H S,248,91,,,16,GE80,64,85-89,49,GE90,6,GE50,113,90-94,14,GE50,79,85-89,3,PS,13,GE50,10,GE50,23-Sep-19
TEXAS,48,4825530,TX-175907,KERENS ISD,4.82553E+11,TX-175907-175907001,KERENS SCHOOL,49,GE90,,,,,17,GE80,9,GE50,1,PS,22,GE80,7,GE50,38,GE90,,,,,,,23-Sep-19
TEXAS,48,4825560,TX-248901,KERMIT ISD,4.82556E+11,TX-248901-248901001,KERMIT H S,70,90-94,,,1,PS,3,PS,52,GE90,,,14,GE50,7,GE50,39,GE90,,,6,GE50,11,GE50,23-Sep-19
TEXAS,48,4825590,TX-133903,KERRVILLE ISD,4.82559E+11,TX-133903-133903001,TIVY H S,301,GE99,1,PS,7,GE50,3,PS,122,GE95,5,PS,163,GE95,19,GE80,138,GE95,3,PS,21,GE80,6,GE50,23-Sep-19
TEXAS,48,4825590,TX-133903,KERRVILLE ISD,4.82559E+11,TX-133903-133903105,HILL COUNTRY H S,67,75-79,1,PS,,,3,PS,26,60-79,2,PS,35,80-89,3,PS,35,70-79,2,PS,24,60-79,1,PS,23-Sep-19
TEXAS,48,4825620,TX-092902,KILGORE ISD,4.82562E+11,TX-092902-092902002,KILGORE H S,251,95,,,6,GE50,48,GE90,73,GE95,11,GE50,113,GE95,31,GE90,133,90-94,2,PS,10,GE50,20,GE80,23-Sep-19
TEXAS,48,4825660,TX-014906,KILLEEN ISD,4.82566E+11,TX-014906-014906002,C E ELLISON H S,599,92,,,24,GE80,255,90-94,172,90-94,41,GE90,107,90-94,65,70-74,268,85-89,4,PS,38,70-79,36,GE90,23-Sep-19
TEXAS,48,4825660,TX-014906,KILLEEN ISD,4.82566E+11,TX-014906-014906001,KILLEEN H S,498,95,,,23,GE80,174,90-94,167,GE95,43,GE90,91,90-94,61,85-89,318,93,4,PS,29,60-79,45,GE90,23-Sep-19
TEXAS,48,4825660,TX-014906,KILLEEN ISD,4.82566E+11,TX-014906-014906004,GATEWAY H S,1,PS,,,,,1,PS,,,,,,,,,,,,,,,,,23-Sep-19
TEXAS,48,4825660,TX-014906,KILLEEN ISD,4.82566E+11,TX-014906-014906007,HARKER HEIGHTS H S,598,92,5,PS,29,GE80,200,90-94,152,90-94,35,80-89,177,90-94,65,70-74,204,85-89,4,PS,12,GE50,23,GE80,23-Sep-19
