STNAM,FIPST,LEAID,ST_LEAID,LEANM,NCESSCH,ST_SCHID,SCHNAM,ALL_COHORT_1718,ALL_RATE_1718,MAM_COHORT_1718,MAM_RATE_1718,MAS_COHORT_1718,MAS_RATE_1718,MBL_COHORT_1718,MBL_RATE_1718,MHI_COHORT_1718,MHI_RATE_1718,MTR_COHORT_1718,MTR_RATE_1718,MWH_COHORT_1718,MWH_RATE_1718,CWD_COHORT_1718,CWD_RATE_1718,ECD_COHORT_1718,ECD_RATE_1718,FCS_COHORT_1718,FCS_RATE_1718,HOM_COHORT_1718,HOM_RATE_1718,LEP_COHORT_1718,LEP_RATE_1718,DATE_CUR
SOUTH CAROLINA,45,4500001,SC-5209,Dept Of Correction N04,4.5E+11,SC-5209-021,Lee High,108,LE5,.,.,.,.,96,LE5,2,PS,.,.,10,LT50,20,LE20,23,LE20,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4500001,SC-5209,Dept Of Correction N04,4.5E+11,SC-5209-022,Trenton High,207,LE1,.,.,.,.,162,LE5,3,PS,.,.,42,LE10,51,LE10,50,LE10,.,.,1,PS,.,.,23-Sep-19
SOUTH CAROLINA,45,4500001,SC-5209,Dept Of Correction N04,4.5E+11,SC-5209-024,Turbeville High,376,LE1,.,.,1,PS,267,LE5,4,PS,.,.,100,LE5,84,LE5,114,LE5,1,PS,5,PS,.,.,23-Sep-19
SOUTH CAROLINA,45,4500001,SC-5209,Dept Of Correction N04,4.5E+11,SC-5209-003,Tyger River High,148,LE5,.,.,.,.,97,LE5,7,LT50,.,.,44,LE10,6,LT50,13,LT50,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4500001,SC-5209,Dept Of Correction N04,4.5E+11,SC-5209-023,Ridgeland High,20,LE20,1,PS,.,.,12,LT50,.,.,.,.,7,LT50,2,PS,11,LT50,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4500001,SC-5209,Dept Of Correction N04,4.5E+11,SC-5209-007,Manning High,199,LE5,.,.,1,PS,125,LE5,5,PS,.,.,65,LE5,27,LE20,30,LE20,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4500001,SC-5209,Dept Of Correction N04,4.5E+11,SC-5209-006,MacDougall High,19,LE20,.,.,.,.,12,LT50,.,.,.,.,7,LT50,1,PS,5,PS,.,.,1,PS,.,.,23-Sep-19
SOUTH CAROLINA,45,4500001,SC-5209,Dept Of Correction N04,4.5E+11,SC-5209-011,Sara Babb High,61,LE5,.,.,.,.,19,LE20,2,PS,.,.,40,LE10,5,PS,7,LT50,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4500001,SC-5209,Dept Of Correction N04,4.5E+11,SC-5209-009,Wateree River High,48,LE10,.,.,.,.,33,LE10,2,PS,.,.,10,LT50,1,PS,3,PS,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4500002,SC-1804,Dorchester 04,4.5E+11,SC-1804-019,Woodland High,178,90-94,1,PS,.,.,103,90-94,7,GE50,.,.,67,85-89,31,60-69,105,90-94,.,.,12,GE50,1,PS,23-Sep-19
SOUTH CAROLINA,45,4500690,SC-0160,Abbeville 60,4.50069E+11,SC-0160-001,Abbeville High,134,85-89,.,.,.,.,64,80-84,4,PS,.,.,66,90-94,14,GE50,77,90-94,2,PS,3,PS,2,PS,23-Sep-19
SOUTH CAROLINA,45,4500690,SC-0160,Abbeville 60,4.50069E+11,SC-0160-003,Dixie High,83,75-79,.,.,.,.,18,60-79,.,.,.,.,65,80-84,11,LT50,31,80-89,.,.,4,PS,2,PS,23-Sep-19
SOUTH CAROLINA,45,4500720,SC-0201,Aiken 01,4.50072E+11,SC-0201-002,Aiken High,332,90,1,PS,2,PS,148,85-89,31,GE90,.,.,150,90-94,33,40-49,188,85-89,1,PS,14,GE50,14,GE50,23-Sep-19
SOUTH CAROLINA,45,4500720,SC-0201,Aiken 01,4.50072E+11,SC-0201-012,North Augusta High,374,89,1,PS,3,PS,139,80-84,24,GE80,.,.,207,90-94,33,70-79,146,85-89,1,PS,17,60-79,17,GE80,23-Sep-19
SOUTH CAROLINA,45,4500720,SC-0201,Aiken 01,4.50072E+11,SC-0201-060,Ridge Spring-Monetta Middle High,46,80-89,.,.,.,.,20,GE80,4,PS,.,.,22,GE80,10,GE50,34,GE90,.,.,4,PS,2,PS,23-Sep-19
SOUTH CAROLINA,45,4500720,SC-0201,Aiken 01,4.50072E+11,SC-0201-015,Wagener-Sally High,49,80-89,.,.,1,PS,23,GE80,1,PS,.,.,24,GE80,11,GE50,39,80-89,.,.,2,PS,.,.,23-Sep-19
SOUTH CAROLINA,45,4500720,SC-0201,Aiken 01,4.50072E+11,SC-0201-603,Aiken Performing Arts Academy Charter,10,GE50,1,PS,.,.,6,GE50,.,.,.,.,3,PS,1,PS,6,GE50,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4500720,SC-0201,Aiken 01,4.50072E+11,SC-0201-006,Midland Valley High,338,89,1,PS,3,PS,101,80-84,32,80-89,.,.,201,90-94,33,50-59,177,85-89,.,.,14,GE50,28,GE80,23-Sep-19
SOUTH CAROLINA,45,4500720,SC-0201,Aiken 01,4.50072E+11,SC-0201-003,South Aiken High,303,88,1,PS,3,PS,89,75-79,22,GE80,.,.,188,90-94,32,40-49,116,80-84,.,.,5,PS,11,GE50,23-Sep-19
SOUTH CAROLINA,45,4500720,SC-0201,Aiken 01,4.50072E+11,SC-0201-001,Silver Bluff High,152,85-89,.,.,1,PS,82,85-89,11,GE50,.,.,58,80-89,15,GE50,84,90-94,.,.,7,GE50,5,PS,23-Sep-19
SOUTH CAROLINA,45,4500750,SC-0301,Allendale 01,4.50075E+11,SC-0301-001,Allendale Fairfax High,101,70-74,.,.,.,.,97,70-74,1,PS,.,.,3,PS,8,GE50,79,75-79,.,.,1,PS,1,PS,23-Sep-19
SOUTH CAROLINA,45,4500780,SC-0401,Anderson 01,4.50078E+11,SC-0401-001,Palmetto High,265,85,.,.,2,PS,23,GE80,32,70-79,.,.,208,85-89,37,50-59,122,GE95,5,PS,11,GE50,21,60-79,23-Sep-19
SOUTH CAROLINA,45,4500780,SC-0401,Anderson 01,4.50078E+11,SC-0401-003,Wren High,298,90,1,PS,6,GE50,29,GE80,8,GE50,.,.,254,90-94,49,60-69,85,90-94,3,PS,10,GE50,6,GE50,23-Sep-19
SOUTH CAROLINA,45,4500780,SC-0401,Anderson 01,4.50078E+11,SC-0401-002,Powdersville High,200,GE95,3,PS,7,GE50,19,GE80,6,GE50,.,.,165,GE95,14,GE50,53,GE90,.,.,3,PS,6,GE50,23-Sep-19
SOUTH CAROLINA,45,4500810,SC-0402,Anderson 02,4.50081E+11,SC-0402-012,Belton Honea Path High,293,84,.,.,3,PS,57,70-79,4,PS,.,.,229,85-89,40,40-49,126,80-84,.,.,4,PS,5,PS,23-Sep-19
SOUTH CAROLINA,45,4500840,SC-0403,Anderson 03,4.50084E+11,SC-0403-022,Crescent High,160,90-94,1,PS,.,.,20,GE80,6,GE50,.,.,133,GE95,16,60-79,81,90-94,1,PS,12,GE50,3,PS,23-Sep-19
SOUTH CAROLINA,45,4500870,SC-0404,Anderson 04,4.50087E+11,SC-0404-027,Pendleton High,233,85,2,PS,2,PS,44,80-89,4,PS,.,.,181,85-89,30,40-59,99,85-89,1,PS,15,GE50,1,PS,23-Sep-19
SOUTH CAROLINA,45,4500900,SC-0405,Anderson 05,4.5009E+11,SC-0405-038,T. L. Hanna High,468,86,.,.,12,GE50,155,75-79,26,GE80,.,.,275,90-94,51,50-59,182,80-84,1,PS,16,40-59,22,60-79,23-Sep-19
SOUTH CAROLINA,45,4500900,SC-0405,Anderson 05,4.5009E+11,SC-0405-048,Westside High,402,79,.,.,3,PS,171,75-79,22,GE80,.,.,206,75-79,52,50-59,229,85-89,3,PS,29,60-79,17,GE80,23-Sep-19
SOUTH CAROLINA,45,4500900,SC-0405,Anderson 05,4.5009E+11,SC-0405-601,Anderson  Five Charter School,36,80-89,1,PS,.,.,4,PS,.,.,.,.,31,80-89,6,LT50,12,GE50,.,.,1,PS,1,PS,23-Sep-19
SOUTH CAROLINA,45,4500930,SC-0501,Bamberg 01,4.50093E+11,SC-0501-001,Bamberg-Ehrhardt High,117,75-79,.,.,1,PS,73,75-79,3,PS,.,.,40,80-89,12,GE50,75,80-84,.,.,4,PS,.,.,23-Sep-19
SOUTH CAROLINA,45,4500960,SC-0502,Bamberg 02,4.50096E+11,SC-0502-007,Denmark Olar High,43,80-89,.,.,.,.,42,80-89,1,PS,.,.,.,.,4,PS,33,GE90,.,.,.,.,1,PS,23-Sep-19
SOUTH CAROLINA,45,4501020,SC-0619,Barnwell 19,4.50102E+11,SC-0619-001,Blackville-Hilda High,42,80-89,.,.,.,.,34,80-89,1,PS,.,.,7,GE50,5,PS,31,GE90,.,.,2,PS,1,PS,23-Sep-19
SOUTH CAROLINA,45,4501050,SC-0629,Barnwell 29,4.50105E+11,SC-0629-006,Williston-Elko High,70,90-94,1,PS,.,.,39,GE90,3,PS,.,.,27,GE80,10,GE50,45,GE90,.,.,4,PS,1,PS,23-Sep-19
SOUTH CAROLINA,45,4501080,SC-0645,Barnwell 45,4.50108E+11,SC-0645-009,Barnwell High,169,80-84,.,.,1,PS,91,80-84,4,PS,.,.,73,85-89,21,40-59,91,90-94,1,PS,1,PS,3,PS,23-Sep-19
SOUTH CAROLINA,45,4501110,SC-0701,Beaufort 01,4.50111E+11,SC-0701-002,Beaufort High,367,82,1,PS,8,GE50,132,80-84,41,60-69,.,.,185,85-89,29,40-59,155,85-89,.,.,10,GE50,13,LT50,23-Sep-19
SOUTH CAROLINA,45,4501110,SC-0701,Beaufort 01,4.50111E+11,SC-0701-004,Battery Creek High,222,77,2,PS,6,GE50,107,75-79,29,60-79,.,.,78,75-79,25,40-59,123,80-84,.,.,2,PS,19,60-79,23-Sep-19
SOUTH CAROLINA,45,4501110,SC-0701,Beaufort 01,4.50111E+11,SC-0701-030,Bluffton High,297,87,1,PS,7,GE50,55,80-89,107,80-84,.,.,126,90-94,19,40-59,119,90-94,1,PS,3,PS,78,75-79,23-Sep-19
SOUTH CAROLINA,45,4501110,SC-0701,Beaufort 01,4.50111E+11,SC-0701-003,Hilton Head Island High,337,92,.,.,7,GE50,48,80-89,99,85-89,.,.,183,GE95,20,60-79,118,85-89,1,PS,5,PS,69,85-89,23-Sep-19
SOUTH CAROLINA,45,4501110,SC-0701,Beaufort 01,4.50111E+11,SC-0701-036,Whale Branch Early College High,98,85-89,1,PS,.,.,87,90-94,2,PS,.,.,8,GE50,12,GE50,70,90-94,.,.,6,GE50,.,.,23-Sep-19
SOUTH CAROLINA,45,4501110,SC-0701,Beaufort 01,4.50111E+11,SC-0701-041,Islands Academy,21,21-39,.,.,.,.,11,LT50,2,PS,.,.,8,LT50,2,PS,11,LT50,.,.,.,.,1,PS,23-Sep-19
SOUTH CAROLINA,45,4501110,SC-0701,Beaufort 01,4.50111E+11,SC-0701-039,May River High,223,97,.,.,7,GE50,32,GE90,40,GE90,.,.,144,GE95,16,60-79,71,GE95,1,PS,7,GE50,30,GE80,23-Sep-19
SOUTH CAROLINA,45,4501170,SC-0801,Berkeley 01,4.50117E+11,SC-0801-043,Timberland High,192,80-84,1,PS,.,.,104,85-89,4,PS,.,.,83,70-74,40,40-49,122,85-89,.,.,11,GE50,2,PS,23-Sep-19
SOUTH CAROLINA,45,4501170,SC-0801,Berkeley 01,4.50117E+11,SC-0801-002,Berkeley High,410,84,9,GE50,7,GE50,167,80-84,21,GE80,.,.,206,85-89,54,40-49,186,80-84,1,PS,3,PS,15,GE50,23-Sep-19
SOUTH CAROLINA,45,4501170,SC-0801,Berkeley 01,4.50117E+11,SC-0801-006,Cross High,52,70-79,1,PS,.,.,40,80-89,.,.,.,.,11,GE50,13,GE50,39,80-89,.,.,5,PS,.,.,23-Sep-19
SOUTH CAROLINA,45,4501170,SC-0801,Berkeley 01,4.50117E+11,SC-0801-007,Goose Creek High,512,76,6,GE50,19,GE80,237,70-74,64,70-74,.,.,186,75-79,81,45-49,251,75-79,1,PS,17,60-79,42,60-69,23-Sep-19
SOUTH CAROLINA,45,4501170,SC-0801,Berkeley 01,4.50117E+11,SC-0801-008,Hanahan High,276,87,4,PS,12,GE50,79,80-84,25,GE80,.,.,156,85-89,24,40-59,110,85-89,2,PS,10,GE50,24,GE80,23-Sep-19
SOUTH CAROLINA,45,4501170,SC-0801,Berkeley 01,4.50117E+11,SC-0801-001,Stratford High,487,85,5,PS,24,GE80,115,80-84,57,70-79,.,.,286,85-89,53,60-69,198,85-89,.,.,10,GE50,43,60-69,23-Sep-19
SOUTH CAROLINA,45,4501170,SC-0801,Berkeley 01,4.50117E+11,SC-0801-049,Cane Bay High,469,89,6,GE50,14,GE50,135,90-94,46,80-89,.,.,268,85-89,55,60-69,197,85-89,2,PS,12,GE50,26,GE80,23-Sep-19
SOUTH CAROLINA,45,4501170,SC-0801,Berkeley 01,4.50117E+11,SC-0801-051,Berkeley County Middle College High,58,GE90,.,.,1,PS,14,GE50,2,PS,.,.,41,GE90,1,PS,19,GE80,.,.,.,.,1,PS,23-Sep-19
SOUTH CAROLINA,45,4501250,SC-0901,Calhoun 01,4.50125E+11,SC-0901-001,Calhoun County High,122,85-89,1,PS,.,.,90,90-94,6,GE50,.,.,25,GE80,14,GE50,92,90-94,.,.,2,PS,5,PS,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-098,Charleston School of the Arts,155,GE95,2,PS,7,GE50,27,GE80,2,PS,.,.,117,GE95,4,PS,22,GE80,.,.,2,PS,5,PS,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-099,Academic Magnet High,162,GE95,2,PS,12,GE50,6,GE50,5,PS,.,.,137,GE95,.,.,11,GE50,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-001,Baptist Hill High,67,80-84,.,.,.,.,62,75-79,3,PS,.,.,2,PS,15,LT50,54,80-89,.,.,3,PS,2,PS,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-002,North Charleston High,115,65-69,.,.,1,PS,104,60-64,8,GE50,.,.,2,PS,22,21-39,89,75-79,1,PS,4,PS,8,GE50,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-008,Garrett Academy of Technology,143,85-89,.,.,1,PS,129,85-89,11,GE50,.,.,2,PS,12,GE50,118,90-94,1,PS,1,PS,12,GE50,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-014,Wando High,1043,91,2,PS,31,GE90,147,80-84,38,GE90,.,.,825,93,75,65-69,229,85-89,.,.,7,GE50,16,GE80,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-020,St. Johns High,88,65-69,.,.,.,.,52,70-79,20,40-59,.,.,16,60-79,9,LT50,51,80-89,.,.,2,PS,18,40-59,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-022,R. B. Stall High,350,64,.,.,8,GE50,210,60-64,82,65-69,.,.,50,60-69,46,30-39,215,70-74,.,.,19,60-79,73,60-64,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-104,West Ashley High,439,77,.,.,17,60-79,229,75-79,18,60-79,.,.,175,75-79,51,40-49,223,75-79,1,PS,8,LT50,22,60-79,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-615,Greg Mathis Charter High,42,30-39,.,.,.,.,40,30-39,.,.,.,.,2,PS,6,LT50,26,21-39,.,.,1,PS,.,.,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-616,James Island Charter High,397,91,4,PS,10,GE50,92,80-84,19,GE80,.,.,272,90-94,21,40-59,138,85-89,1,PS,1,PS,15,GE50,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-010,Burke High,80,80-84,.,.,1,PS,78,80-84,1,PS,.,.,.,.,16,40-59,71,80-84,.,.,5,PS,1,PS,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-018,Military Magnet Academy,46,80-89,.,.,.,.,35,80-89,6,GE50,.,.,5,PS,3,PS,35,80-89,.,.,.,.,6,GE50,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-620,Charleston Charter School for Math and Science,63,GE95,.,.,1,PS,38,GE90,3,PS,.,.,21,GE80,2,PS,26,GE80,.,.,.,.,4,PS,23-Sep-19
SOUTH CAROLINA,45,4501440,SC-1001,Charleston 01,4.50144E+11,SC-1001-628,Pattison's Academy for Comprehensive Education,5,PS,.,.,.,.,2,PS,.,.,.,.,3,PS,5,PS,5,PS,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4501500,SC-1101,Cherokee 01,4.5015E+11,SC-1101-001,Blacksburg High,147,80-84,.,.,1,PS,20,GE80,3,PS,.,.,123,80-84,18,60-79,78,85-89,.,.,6,GE50,2,PS,23-Sep-19
SOUTH CAROLINA,45,4501500,SC-1101,Cherokee 01,4.5015E+11,SC-1101-003,Gaffney High,547,83,2,PS,8,GE50,164,85-89,41,GE90,.,.,332,81,49,50-59,300,85-89,1,PS,8,GE50,37,GE90,23-Sep-19
SOUTH CAROLINA,45,4501530,SC-1201,Chester 01,4.50153E+11,SC-1201-002,Chester Senior High,229,80,1,PS,.,.,139,80-84,3,PS,.,.,86,75-79,35,50-59,141,80-84,.,.,7,LT50,1,PS,23-Sep-19
SOUTH CAROLINA,45,4501530,SC-1201,Chester 01,4.50153E+11,SC-1201-005,Great Falls High,40,80-89,.,.,.,.,11,GE50,1,PS,.,.,28,GE80,2,PS,25,GE80,.,.,1,PS,.,.,23-Sep-19
SOUTH CAROLINA,45,4501530,SC-1201,Chester 01,4.50153E+11,SC-1201-006,Lewisville High,90,90-94,.,.,2,PS,31,GE90,1,PS,.,.,56,80-89,15,GE50,40,GE90,1,PS,3,PS,2,PS,23-Sep-19
SOUTH CAROLINA,45,4501560,SC-1301,Chesterfield 01,4.50156E+11,SC-1301-001,Cheraw High,224,85,3,PS,1,PS,118,80-84,2,PS,.,.,100,90-94,35,60-69,127,90-94,.,.,1,PS,2,PS,23-Sep-19
SOUTH CAROLINA,45,4501560,SC-1301,Chesterfield 01,4.50156E+11,SC-1301-002,Chesterfield High,161,85-89,1,PS,1,PS,57,80-89,3,PS,.,.,99,80-84,17,60-79,84,85-89,.,.,1,PS,2,PS,23-Sep-19
SOUTH CAROLINA,45,4501560,SC-1301,Chesterfield 01,4.50156E+11,SC-1301-006,McBee High,96,80-84,.,.,.,.,22,GE80,7,GE50,.,.,67,80-84,9,GE50,54,80-89,.,.,.,.,3,PS,23-Sep-19
SOUTH CAROLINA,45,4501560,SC-1301,Chesterfield 01,4.50156E+11,SC-1301-007,Central High,156,75-79,2,PS,.,.,64,75-79,19,GE80,.,.,71,75-79,11,LT50,94,85-89,.,.,.,.,8,GE50,23-Sep-19
SOUTH CAROLINA,45,4501740,SC-1401,Clarendon 01,4.50174E+11,SC-1401-001,Scott's Branch High,53,70-79,.,.,.,.,50,80-89,.,.,.,.,3,PS,9,GE50,44,80-89,.,.,2,PS,.,.,23-Sep-19
SOUTH CAROLINA,45,4501770,SC-1402,Clarendon 02,4.50177E+11,SC-1402-007,Manning High,209,80,1,PS,3,PS,146,80-84,7,GE50,.,.,52,70-79,34,50-59,157,80-84,2,PS,6,GE50,6,GE50,23-Sep-19
SOUTH CAROLINA,45,4501770,SC-1402,Clarendon 02,4.50177E+11,SC-1402-610,Phoenix Charter High,16,40-59,.,.,.,.,11,GE50,.,.,.,.,5,PS,5,PS,6,GE50,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4501800,SC-1403,Clarendon 03,4.5018E+11,SC-1403-016,East Clarendon Middle-High,95,85-89,1,PS,1,PS,19,GE80,4,PS,.,.,70,90-94,9,LT50,45,80-89,1,PS,1,PS,2,PS,23-Sep-19
SOUTH CAROLINA,45,4501830,SC-1501,Colleton 01,4.50183E+11,SC-1501-005,Colleton County High,439,85,4,PS,2,PS,209,85-89,13,GE50,.,.,211,80-84,56,50-59,272,90-94,.,.,15,GE50,13,GE50,23-Sep-19
SOUTH CAROLINA,45,4501860,SC-1601,Darlington 01,4.50186E+11,SC-1601-030,Darlington High,295,80,2,PS,.,.,190,80-84,2,PS,.,.,101,80-84,37,30-39,195,85-89,2,PS,8,GE50,.,.,23-Sep-19
SOUTH CAROLINA,45,4501860,SC-1601,Darlington 01,4.50186E+11,SC-1601-033,"Mayo High For Math, Science, & Technology",76,GE95,.,.,2,PS,24,GE80,5,PS,.,.,45,GE90,2,PS,30,GE80,.,.,3,PS,1,PS,23-Sep-19
SOUTH CAROLINA,45,4501860,SC-1601,Darlington 01,4.50186E+11,SC-1601-005,Hartsville High,266,90,1,PS,1,PS,113,80-84,11,GE50,.,.,140,GE95,32,50-59,160,85-89,.,.,3,PS,5,PS,23-Sep-19
SOUTH CAROLINA,45,4501860,SC-1601,Darlington 01,4.50186E+11,SC-1601-006,Lamar High,53,GE90,.,.,.,.,35,GE90,2,PS,.,.,16,GE80,4,PS,43,GE90,.,.,1,PS,2,PS,23-Sep-19
SOUTH CAROLINA,45,4501920,SC-1704,Dillon 04,4.50192E+11,SC-1704-002,Lake View High,57,80-89,2,PS,.,.,31,80-89,3,PS,.,.,21,GE80,8,GE50,37,GE90,1,PS,4,PS,2,PS,23-Sep-19
SOUTH CAROLINA,45,4501920,SC-1704,Dillon 04,4.50192E+11,SC-1704-005,Dillon High,225,86,8,GE50,2,PS,148,85-89,11,GE50,.,.,56,80-89,19,40-59,157,90-94,2,PS,1,PS,10,GE50,23-Sep-19
SOUTH CAROLINA,45,4501950,SC-1703,Dillon 03,4.50195E+11,SC-1703-019,Latta High,132,85-89,1,PS,3,PS,40,70-79,1,PS,.,.,87,90-94,11,GE50,70,90-94,.,.,.,.,.,.,23-Sep-19
SOUTH CAROLINA,45,4502010,SC-1802,Dorchester 02,4.50201E+11,SC-1802-020,Fort Dorchester High,577,89,4,PS,29,GE80,283,85-89,46,GE90,.,.,215,85-89,53,50-59,259,85-89,2,PS,5,PS,34,GE90,23-Sep-19
SOUTH CAROLINA,45,4502010,SC-1802,Dorchester 02,4.50201E+11,SC-1802-006,Summerville High,744,87,4,PS,21,GE80,235,80-84,37,80-89,.,.,447,89,71,60-64,307,88,3,PS,12,GE50,16,GE80,23-Sep-19
SOUTH CAROLINA,45,4502010,SC-1802,Dorchester 02,4.50201E+11,SC-1802-027,Ashley Ridge High,557,93,1,PS,26,GE80,139,85-89,19,GE80,.,.,372,94,40,60-69,198,90-94,.,.,8,GE50,9,GE50,23-Sep-19
SOUTH CAROLINA,45,4502070,SC-1901,Edgefield 01,4.50207E+11,SC-1901-002,Strom Thurmond High,202,86,.,.,2,PS,111,85-89,11,GE50,.,.,78,80-84,30,40-59,114,90-94,.,.,6,GE50,10,GE50,23-Sep-19
SOUTH CAROLINA,45,4502100,SC-2001,Fairfield 01,4.5021E+11,SC-2001-013,Fairfield Central High,225,86,.,.,1,PS,195,85-89,1,PS,.,.,28,60-79,35,60-69,161,90-94,3,PS,11,GE50,2,PS,23-Sep-19
SOUTH CAROLINA,45,4502130,SC-2101,Florence 01,4.50213E+11,SC-2101-004,South Florence High,441,80,2,PS,5,PS,213,80-84,13,GE50,.,.,208,75-79,69,50-54,233,80-84,2,PS,11,GE50,9,GE50,23-Sep-19
SOUTH CAROLINA,45,4502130,SC-2101,Florence 01,4.50213E+11,SC-2101-006,Wilson High,299,80,.,.,21,GE80,214,80-84,9,GE50,.,.,55,60-69,50,40-49,183,80-84,1,PS,20,40-59,11,GE50,23-Sep-19
SOUTH CAROLINA,45,4502130,SC-2101,Florence 01,4.50213E+11,SC-2101-014,West Florence High,484,85,2,PS,14,GE50,224,75-79,16,GE80,.,.,228,90-94,76,65-69,203,80-84,.,.,10,GE50,17,GE80,23-Sep-19
SOUTH CAROLINA,45,4502160,SC-2102,Florence 02,4.50216E+11,SC-2102-024,Hannah Pamplico High,92,75-79,1,PS,.,.,41,70-79,1,PS,.,.,49,70-79,10,LT50,52,60-69,1,PS,1,PS,1,PS,23-Sep-19
SOUTH CAROLINA,45,4502190,SC-2103,Florence 03,4.50219E+11,SC-2103-029,Lake City High,224,75,.,.,.,.,165,75-79,10,GE50,.,.,49,70-79,60,60-69,155,80-84,1,PS,11,LT50,8,GE50,23-Sep-19
SOUTH CAROLINA,45,4502220,SC-2104,Florence 04,4.50222E+11,SC-2104-041,Timmonsville High,54,80-89,.,.,.,.,46,GE90,2,PS,.,.,6,LT50,8,GE50,37,GE90,.,.,1,PS,1,PS,23-Sep-19
SOUTH CAROLINA,45,4502250,SC-2105,Florence 05,4.50225E+11,SC-2105-045,Johnsonville High,101,85-89,.,.,1,PS,33,80-89,2,PS,.,.,65,85-89,19,60-79,58,GE90,1,PS,.,.,2,PS,23-Sep-19
SOUTH CAROLINA,45,4502280,SC-2201,Georgetown 01,4.50228E+11,SC-2201-001,Andrews High,164,85-89,.,.,1,PS,82,85-89,10,GE50,.,.,71,85-89,23,60-79,94,90-94,.,.,1,PS,6,GE50,23-Sep-19
SOUTH CAROLINA,45,4502280,SC-2201,Georgetown 01,4.50228E+11,SC-2201-004,Georgetown High,282,84,.,.,2,PS,130,80-84,25,GE80,.,.,125,85-89,42,40-49,164,85-89,1,PS,17,60-79,19,60-79,23-Sep-19
SOUTH CAROLINA,45,4502280,SC-2201,Georgetown 01,4.50228E+11,SC-2201-026,Carvers Bay High,118,85-89,.,.,.,.,78,90-94,2,PS,.,.,38,70-79,18,21-39,83,90-94,1,PS,2,PS,.,.,23-Sep-19
SOUTH CAROLINA,45,4502280,SC-2201,Georgetown 01,4.50228E+11,SC-2201-025,Waccamaw High,218,88,.,.,2,PS,32,80-89,8,GE50,.,.,176,85-89,23,40-59,54,80-89,3,PS,3,PS,1,PS,23-Sep-19
SOUTH CAROLINA,45,4502310,SC-2301,Greenville 01,4.50231E+11,SC-2301-002,Berea High,308,71,1,PS,3,PS,101,65-69,104,75-79,.,.,99,70-74,64,35-39,213,75-79,1,PS,20,40-59,84,70-74,23-Sep-19
SOUTH CAROLINA,45,4502310,SC-2301,Greenville 01,4.50231E+11,SC-2301-003,Blue Ridge High,307,83,1,PS,3,PS,14,GE50,10,GE50,.,.,279,80-84,44,60-69,107,80-84,.,.,7,LT50,6,GE50,23-Sep-19
SOUTH CAROLINA,45,4502310,SC-2301,Greenville 01,4.50231E+11,SC-2301-005,Carolina Academy (High),199,70-74,3,PS,.,.,100,70-74,57,70-79,.,.,39,80-89,36,40-49,130,85-89,.,.,16,60-79,52,70-79,23-Sep-19
SOUTH CAROLINA,45,4502310,SC-2301,Greenville 01,4.50231E+11,SC-2301-006,Eastside High,380,89,2,PS,12,GE50,73,80-84,36,80-89,.,.,257,90-94,54,60-69,107,80-84,.,.,7,GE50,33,80-89,23-Sep-19
SOUTH CAROLINA,45,4502310,SC-2301,Greenville 01,4.50231E+11,SC-2301-008,Greenville Senior High Academy,366,83,1,PS,3,PS,149,75-79,71,75-79,.,.,142,85-89,53,40-49,183,85-89,1,PS,18,60-79,52,70-79,23-Sep-19
