StateCode,CountyName,PlanIDStandardComponent,PlanType,MedicalDeductibleIndividual,MedicalDeductibleFamilySt,MedicalMaximumOutOfPocket,count
AR,Scott,65817AR0040002,POS,1000,2000,6600,4280
AR,Scott,65817AR0040003,POS,1600,4800,3500,4314
AR,Scott,65817AR0040004,POS,5000,10000,6600,4344
AR,Scott,65817AR0040005,POS,2000,4000,6600,4345
AR,Scott,65817AR0040006,POS,3600,7200,3600,4346
AR,Scott,65817AR0040007,POS,5200,10400,6500,4347
AR,Scott,65817AR0040008,POS,6400,12800,6500,4348
AR,Scott,65817AR0040009,POS,4200,8400,6600,4320
AR,Scott,65817AR0040010,POS,6850,13700,6850,4349
AR,Scott,70525AR0070001,POS,5000,10000,6450,4350
AR,Scott,70525AR0070002,POS,3500,7000,6450,4351
AR,Scott,70525AR0070003,POS,2500,5000,6850,4352
AR,Scott,70525AR0070006,POS,6850,13700,6850,4353
AR,Scott,70525AR0070050,POS,2000,4000,3500,4354
AR,Scott,70525AR0070151,POS,3000,6000,4000,4355
AR,Scott,75293AR0250001,PPO,500,1000,5000,4356
AR,Scott,75293AR0260001,PPO,1000,2000,4500,4357
AR,Scott,75293AR0270001,PPO,2500,5000,6850,4358
AR,Scott,75293AR0280001,PPO,3500,7000,6850,4360
AR,Scott,75293AR0290001,PPO,6200,12400,6850,4361
AR,Scott,75293AR0310001,PPO,6300,12600,6300,4362
AR,Scott,75293AR0320001,PPO,6850,13700,6850,4363
AR,Scott,75293AR0330001,PPO,500,1000,4500,4364
AR,Scott,75293AR0350001,PPO,2600,5200,6850,4366
AR,Scott,75293AR0370001,PPO,6350,12700,6850,4367
AR,Scott,75293AR1180001,PPO,1500,3000,6850,4368
AR,Scott,75293AR1190001,PPO,3350,6700,3350,4369
AR,Searcy,37903AR0070001,PPO,2500,5000,6850,4371
AR,Searcy,37903AR0070008,PPO,2000,4000,3500,4372
AR,Searcy,62141AR0080002,PPO,1000,2000,6350,4373
AR,Searcy,62141AR0080005,PPO,5000,10000,6350,4374
AR,Searcy,62141AR0080007,PPO,3000,6000,6000,4375
AR,Searcy,62141AR0100005,PPO,5000,10000,6350,4376
AR,Searcy,62141AR0100007,PPO,3000,6000,6000,4377
AR,Searcy,65817AR0030001,POS,1000,2000,6600,4378
AR,Searcy,65817AR0030002,POS,1600,4800,3500,4379
AR,Searcy,65817AR0030003,POS,5000,10000,6600,4380
AR,Searcy,65817AR0030004,POS,2000,4000,6600,4381
AR,Searcy,65817AR0030005,POS,3600,7200,3600,4383
AR,Searcy,65817AR0030006,POS,5200,10400,6500,4384
AR,Searcy,65817AR0030007,POS,6400,12800,6500,4385
AR,Searcy,65817AR0030008,POS,4200,8400,6600,4386
AR,Searcy,65817AR0030009,POS,6850,13700,6850,4387
AR,Searcy,65817AR0040001,POS,4500,9000,6400,4388
AR,Searcy,65817AR0040002,POS,1000,2000,6600,4325
AR,Searcy,65817AR0040003,POS,1600,4800,3500,4359
AR,Searcy,65817AR0040004,POS,5000,10000,6600,4389
AR,Searcy,65817AR0040005,POS,2000,4000,6600,4390
AR,Searcy,65817AR0040006,POS,3600,7200,3600,4391
AR,Searcy,65817AR0040007,POS,5200,10400,6500,4392
AR,Searcy,65817AR0040008,POS,6400,12800,6500,4393
AR,Searcy,65817AR0040009,POS,4200,8400,6600,4365
AR,Searcy,65817AR0040010,POS,6850,13700,6850,4394
AR,Searcy,70525AR0070001,POS,5000,10000,6450,4395
AR,Searcy,70525AR0070002,POS,3500,7000,6450,4396
AR,Searcy,70525AR0070003,POS,2500,5000,6850,4397
AR,Searcy,70525AR0070006,POS,6850,13700,6850,4398
AR,Searcy,70525AR0070050,POS,2000,4000,3500,4399
AR,Searcy,70525AR0070151,POS,3000,6000,4000,4400
AR,Searcy,75293AR0250001,PPO,500,1000,5000,4401
AR,Searcy,75293AR0260001,PPO,1000,2000,4500,4402
AR,Searcy,75293AR0270001,PPO,2500,5000,6850,4403
AR,Searcy,75293AR0280001,PPO,3500,7000,6850,4405
AR,Searcy,75293AR0290001,PPO,6200,12400,6850,4406
AR,Searcy,75293AR0310001,PPO,6300,12600,6300,4407
AR,Searcy,75293AR0320001,PPO,6850,13700,6850,4408
AR,Searcy,75293AR0330001,PPO,500,1000,4500,4409
AR,Searcy,75293AR0350001,PPO,2600,5200,6850,4411
AR,Searcy,75293AR0370001,PPO,6350,12700,6850,4412
AR,Searcy,75293AR1180001,PPO,1500,3000,6850,4413
AR,Searcy,75293AR1190001,PPO,3350,6700,3350,4414
AR,Sebastian,37903AR0070001,PPO,2500,5000,6850,4416
AR,Sebastian,37903AR0070008,PPO,2000,4000,3500,4417
AR,Sebastian,62141AR0080002,PPO,1000,2000,6350,4418
AR,Sebastian,62141AR0080005,PPO,5000,10000,6350,4419
AR,Sebastian,62141AR0080007,PPO,3000,6000,6000,4420
AR,Sebastian,62141AR0100005,PPO,5000,10000,6350,4421
AR,Sebastian,62141AR0100007,PPO,3000,6000,6000,4422
AR,Sebastian,65817AR0030001,POS,1000,2000,6600,4423
AR,Sebastian,65817AR0030002,POS,1600,4800,3500,4424
AR,Sebastian,65817AR0030003,POS,5000,10000,6600,4425
AR,Sebastian,65817AR0030004,POS,2000,4000,6600,4426
AR,Sebastian,65817AR0030005,POS,3600,7200,3600,4428
AR,Sebastian,65817AR0030006,POS,5200,10400,6500,4429
AR,Sebastian,65817AR0030007,POS,6400,12800,6500,4430
AR,Sebastian,65817AR0030008,POS,4200,8400,6600,4431
AR,Sebastian,65817AR0030009,POS,6850,13700,6850,4432
AR,Sebastian,65817AR0040001,POS,4500,9000,6400,4404
AR,Sebastian,65817AR0040002,POS,1000,2000,6600,4410
AR,Sebastian,65817AR0040003,POS,1600,4800,3500,4433
AR,Sebastian,65817AR0040004,POS,5000,10000,6600,4434
AR,Sebastian,65817AR0040005,POS,2000,4000,6600,4435
AR,Sebastian,65817AR0040006,POS,3600,7200,3600,4436
AR,Sebastian,65817AR0040007,POS,5200,10400,6500,4437
AR,Sebastian,65817AR0040008,POS,6400,12800,6500,4438
AR,Sebastian,65817AR0040009,POS,4200,8400,6600,4439
AR,Sebastian,65817AR0040010,POS,6850,13700,6850,4440
AR,Sebastian,70525AR0070001,POS,5000,10000,6450,4441
AR,Sebastian,70525AR0070002,POS,3500,7000,6450,4442
AR,Sebastian,70525AR0070003,POS,2500,5000,6850,4443
AR,Sebastian,70525AR0070006,POS,6850,13700,6850,4444
AR,Sebastian,70525AR0070050,POS,2000,4000,3500,3515
AR,Sebastian,70525AR0070151,POS,3000,6000,4000,4445
AR,Sebastian,75293AR0250001,PPO,500,1000,5000,4446
AR,Sebastian,75293AR0260001,PPO,1000,2000,4500,4447
AR,Sebastian,75293AR0270001,PPO,2500,5000,6850,4448
AR,Sebastian,75293AR0280001,PPO,3500,7000,6850,4450
AR,Sebastian,75293AR0290001,PPO,6200,12400,6850,4451
AR,Sebastian,75293AR0310001,PPO,6300,12600,6300,4452
AR,Sebastian,75293AR0320001,PPO,6850,13700,6850,4453
AR,Sebastian,75293AR0330001,PPO,500,1000,4500,4454
AR,Sebastian,75293AR0350001,PPO,2600,5200,6850,4456
AR,Sebastian,75293AR0370001,PPO,6350,12700,6850,4457
AR,Sebastian,75293AR1180001,PPO,1500,3000,6850,4458
AR,Sebastian,75293AR1190001,PPO,3350,6700,3350,4459
AR,Sevier,37903AR0070001,PPO,2500,5000,6850,4461
AR,Sevier,37903AR0070008,PPO,2000,4000,3500,4462
AR,Sevier,62141AR0080002,PPO,1000,2000,6350,4463
AR,Sevier,62141AR0080005,PPO,5000,10000,6350,4464
AR,Sevier,62141AR0080007,PPO,3000,6000,6000,4465
AR,Sevier,62141AR0100005,PPO,5000,10000,6350,4466
AR,Sevier,62141AR0100007,PPO,3000,6000,6000,4467
AR,Sevier,65817AR0030001,POS,1000,2000,6600,4468
AR,Sevier,65817AR0030002,POS,1600,4800,3500,4469
AR,Sevier,65817AR0030003,POS,5000,10000,6600,4470
AR,Sevier,65817AR0030004,POS,2000,4000,6600,4471
AR,Sevier,65817AR0030005,POS,3600,7200,3600,4473
AR,Sevier,65817AR0030006,POS,5200,10400,6500,4474
AR,Sevier,65817AR0030007,POS,6400,12800,6500,4475
AR,Sevier,65817AR0030008,POS,4200,8400,6600,4476
AR,Sevier,65817AR0030009,POS,6850,13700,6850,4477
AR,Sevier,65817AR0040001,POS,4500,9000,6400,4478
AR,Sevier,65817AR0040002,POS,1000,2000,6600,3527
AR,Sevier,65817AR0040003,POS,1600,4800,3500,4449
AR,Sevier,65817AR0040004,POS,5000,10000,6600,4479
AR,Sevier,65817AR0040005,POS,2000,4000,6600,4480
AR,Sevier,65817AR0040006,POS,3600,7200,3600,4481
AR,Sevier,65817AR0040007,POS,5200,10400,6500,4482
AR,Sevier,65817AR0040008,POS,6400,12800,6500,4483
AR,Sevier,65817AR0040009,POS,4200,8400,6600,4455
AR,Sevier,65817AR0040010,POS,6850,13700,6850,4484
AR,Sevier,70525AR0070001,POS,5000,10000,6450,4485
AR,Sevier,70525AR0070002,POS,3500,7000,6450,4486
AR,Sevier,70525AR0070003,POS,2500,5000,6850,4487
AR,Sevier,70525AR0070006,POS,6850,13700,6850,4488
AR,Sevier,70525AR0070050,POS,2000,4000,3500,4489
AR,Sevier,70525AR0070151,POS,3000,6000,4000,4490
AR,Sevier,75293AR0250001,PPO,500,1000,5000,4491
AR,Sevier,75293AR0260001,PPO,1000,2000,4500,4492
AR,Sevier,75293AR0270001,PPO,2500,5000,6850,4493
AR,Sevier,75293AR0280001,PPO,3500,7000,6850,4495
AR,Sevier,75293AR0290001,PPO,6200,12400,6850,4496
AR,Sevier,75293AR0310001,PPO,6300,12600,6300,4497
AR,Sevier,75293AR0320001,PPO,6850,13700,6850,4498
AR,Sevier,75293AR0330001,PPO,500,1000,4500,4499
AR,Sevier,75293AR0350001,PPO,2600,5200,6850,4501
AR,Sevier,75293AR0370001,PPO,6350,12700,6850,4502
AR,Sevier,75293AR1180001,PPO,1500,3000,6850,4503
AR,Sevier,75293AR1190001,PPO,3350,6700,3350,4504
AR,Sharp,37903AR0070001,PPO,2500,5000,6850,4506
AR,Sharp,37903AR0070008,PPO,2000,4000,3500,4507
AR,Sharp,62141AR0080002,PPO,1000,2000,6350,4508
AR,Sharp,62141AR0080005,PPO,5000,10000,6350,4509
AR,Sharp,62141AR0080007,PPO,3000,6000,6000,4510
AR,Sharp,62141AR0100005,PPO,5000,10000,6350,4511
AR,Sharp,62141AR0100007,PPO,3000,6000,6000,4512
AR,Sharp,65817AR0030001,POS,1000,2000,6600,4513
AR,Sharp,65817AR0030002,POS,1600,4800,3500,4514
AR,Sharp,65817AR0030003,POS,5000,10000,6600,4515
AR,Sharp,65817AR0030004,POS,2000,4000,6600,4516
AR,Sharp,65817AR0030005,POS,3600,7200,3600,4518
AR,Sharp,65817AR0030006,POS,5200,10400,6500,4519
AR,Sharp,65817AR0030007,POS,6400,12800,6500,4520
AR,Sharp,65817AR0030008,POS,4200,8400,6600,4521
AR,Sharp,65817AR0030009,POS,6850,13700,6850,4522
AR,Sharp,65817AR0040001,POS,4500,9000,6400,4523
AR,Sharp,65817AR0040002,POS,1000,2000,6600,4460
AR,Sharp,65817AR0040003,POS,1600,4800,3500,4494
AR,Sharp,65817AR0040004,POS,5000,10000,6600,4524
AR,Sharp,65817AR0040005,POS,2000,4000,6600,4525
AR,Sharp,65817AR0040006,POS,3600,7200,3600,4526
AR,Sharp,65817AR0040007,POS,5200,10400,6500,4527
AR,Sharp,65817AR0040008,POS,6400,12800,6500,4528
AR,Sharp,65817AR0040009,POS,4200,8400,6600,4500
AR,Sharp,65817AR0040010,POS,6850,13700,6850,4529
AR,Sharp,70525AR0070001,POS,5000,10000,6450,4530
AR,Sharp,70525AR0070002,POS,3500,7000,6450,4531
AR,Sharp,70525AR0070003,POS,2500,5000,6850,4532
AR,Sharp,70525AR0070006,POS,6850,13700,6850,4533
AR,Sharp,70525AR0070050,POS,2000,4000,3500,4534
AR,Sharp,70525AR0070151,POS,3000,6000,4000,4535
AR,Sharp,75293AR0250001,PPO,500,1000,5000,4536
AR,Sharp,75293AR0260001,PPO,1000,2000,4500,4537
AR,Sharp,75293AR0270001,PPO,2500,5000,6850,4538
AR,Sharp,75293AR0280001,PPO,3500,7000,6850,4540
AR,Sharp,75293AR0290001,PPO,6200,12400,6850,4541
AR,Sharp,75293AR0310001,PPO,6300,12600,6300,4542
AR,Sharp,75293AR0320001,PPO,6850,13700,6850,4543
AR,Sharp,75293AR0330001,PPO,500,1000,4500,4544
AR,Sharp,75293AR0350001,PPO,2600,5200,6850,4546
AR,Sharp,75293AR0370001,PPO,6350,12700,6850,4547
AR,Sharp,75293AR1180001,PPO,1500,3000,6850,4548
AR,Sharp,75293AR1190001,PPO,3350,6700,3350,4549
AR,Stone,37903AR0070001,PPO,2500,5000,6850,4551
AR,Stone,37903AR0070008,PPO,2000,4000,3500,4552
AR,Stone,62141AR0080002,PPO,1000,2000,6350,4553
AR,Stone,62141AR0080005,PPO,5000,10000,6350,4554
AR,Stone,62141AR0080007,PPO,3000,6000,6000,4555
AR,Stone,62141AR0100005,PPO,5000,10000,6350,4556
AR,Stone,62141AR0100007,PPO,3000,6000,6000,4557
AR,Stone,65817AR0030001,POS,1000,2000,6600,4558
AR,Stone,65817AR0030002,POS,1600,4800,3500,4559
AR,Stone,65817AR0030003,POS,5000,10000,6600,4560
AR,Stone,65817AR0030004,POS,2000,4000,6600,4561
AR,Stone,65817AR0030005,POS,3600,7200,3600,4563
AR,Stone,65817AR0030006,POS,5200,10400,6500,4564
AR,Stone,65817AR0030007,POS,6400,12800,6500,4565
AR,Stone,65817AR0030008,POS,4200,8400,6600,4566
AR,Stone,65817AR0030009,POS,6850,13700,6850,4567
AR,Stone,65817AR0040001,POS,4500,9000,6400,4568
AR,Stone,65817AR0040002,POS,1000,2000,6600,4505
AR,Stone,65817AR0040003,POS,1600,4800,3500,4539
AR,Stone,65817AR0040004,POS,5000,10000,6600,4569
AR,Stone,65817AR0040005,POS,2000,4000,6600,4570
AR,Stone,65817AR0040006,POS,3600,7200,3600,4571
AR,Stone,65817AR0040007,POS,5200,10400,6500,4572
AR,Stone,65817AR0040008,POS,6400,12800,6500,4573
AR,Stone,65817AR0040009,POS,4200,8400,6600,4545
AR,Stone,65817AR0040010,POS,6850,13700,6850,4574
AR,Stone,70525AR0070001,POS,5000,10000,6450,4575
AR,Stone,70525AR0070002,POS,3500,7000,6450,4576
AR,Stone,70525AR0070003,POS,2500,5000,6850,4577
AR,Stone,70525AR0070006,POS,6850,13700,6850,4578
AR,Stone,70525AR0070050,POS,2000,4000,3500,4579
AR,Stone,70525AR0070151,POS,3000,6000,4000,4580
AR,Stone,75293AR0250001,PPO,500,1000,5000,4581
AR,Stone,75293AR0260001,PPO,1000,2000,4500,4582
AR,Stone,75293AR0270001,PPO,2500,5000,6850,4583
AR,Stone,75293AR0280001,PPO,3500,7000,6850,4585
AR,Stone,75293AR0290001,PPO,6200,12400,6850,4586
AR,Stone,75293AR0310001,PPO,6300,12600,6300,4587
AR,Stone,75293AR0320001,PPO,6850,13700,6850,4588
AR,Stone,75293AR0330001,PPO,500,1000,4500,4589
AR,Stone,75293AR0350001,PPO,2600,5200,6850,4591
AR,Stone,75293AR0370001,PPO,6350,12700,6850,4592
AR,Stone,75293AR1180001,PPO,1500,3000,6850,4593
AR,Stone,75293AR1190001,PPO,3350,6700,3350,4594
AR,Union,37903AR0070001,PPO,2500,5000,6850,4596
AR,Union,37903AR0070008,PPO,2000,4000,3500,4597
AR,Union,62141AR0080002,PPO,1000,2000,6350,4598
AR,Union,62141AR0080005,PPO,5000,10000,6350,4599
AR,Union,62141AR0080007,PPO,3000,6000,6000,4600
AR,Union,62141AR0100005,PPO,5000,10000,6350,4601
AR,Union,62141AR0100007,PPO,3000,6000,6000,4602
AR,Union,65817AR0030001,POS,1000,2000,6600,4603
AR,Union,65817AR0030002,POS,1600,4800,3500,4604
AR,Union,65817AR0030003,POS,5000,10000,6600,4605
AR,Union,65817AR0030004,POS,2000,4000,6600,4606
AR,Union,65817AR0030005,POS,3600,7200,3600,4608
AR,Union,65817AR0030006,POS,5200,10400,6500,4609
AR,Union,65817AR0030007,POS,6400,12800,6500,4610
AR,Union,65817AR0030008,POS,4200,8400,6600,4611
AR,Union,65817AR0030009,POS,6850,13700,6850,4612
AR,Union,65817AR0040001,POS,4500,9000,6400,4613
AR,Union,65817AR0040002,POS,1000,2000,6600,4550
AR,Union,65817AR0040003,POS,1600,4800,3500,4584
AR,Union,65817AR0040004,POS,5000,10000,6600,4614
AR,Union,65817AR0040005,POS,2000,4000,6600,4615
AR,Union,65817AR0040006,POS,3600,7200,3600,4616
AR,Union,65817AR0040007,POS,5200,10400,6500,4617
AR,Union,65817AR0040008,POS,6400,12800,6500,4618
AR,Union,65817AR0040009,POS,4200,8400,6600,4590
AR,Union,65817AR0040010,POS,6850,13700,6850,4619
AR,Union,70525AR0070001,POS,5000,10000,6450,4620
AR,Union,70525AR0070002,POS,3500,7000,6450,4621
AR,Union,70525AR0070003,POS,2500,5000,6850,4622
AR,Union,70525AR0070006,POS,6850,13700,6850,4623
AR,Union,70525AR0070050,POS,2000,4000,3500,4624
AR,Union,70525AR0070151,POS,3000,6000,4000,4625
AR,Union,75293AR0250001,PPO,500,1000,5000,4626
AR,Union,75293AR0260001,PPO,1000,2000,4500,4627
AR,Union,75293AR0270001,PPO,2500,5000,6850,4628
AR,Union,75293AR0280001,PPO,3500,7000,6850,4630
AR,Union,75293AR0290001,PPO,6200,12400,6850,4631
AR,Union,75293AR0310001,PPO,6300,12600,6300,4632
AR,Union,75293AR0320001,PPO,6850,13700,6850,4633
AR,Union,75293AR0330001,PPO,500,1000,4500,4634
AR,Union,75293AR0350001,PPO,2600,5200,6850,4636
AR,Union,75293AR0370001,PPO,6350,12700,6850,4637
AR,Union,75293AR1180001,PPO,1500,3000,6850,4638
AR,Union,75293AR1190001,PPO,3350,6700,3350,4639
AR,Van Buren,37903AR0070001,PPO,2500,5000,6850,4641
AR,Van Buren,37903AR0070008,PPO,2000,4000,3500,4642
AR,Van Buren,62141AR0080002,PPO,1000,2000,6350,4643
AR,Van Buren,62141AR0080005,PPO,5000,10000,6350,4644
AR,Van Buren,62141AR0080007,PPO,3000,6000,6000,4645
AR,Van Buren,62141AR0100005,PPO,5000,10000,6350,4646
AR,Van Buren,62141AR0100007,PPO,3000,6000,6000,4647
AR,Van Buren,65817AR0030001,POS,1000,2000,6600,4648
AR,Van Buren,65817AR0030002,POS,1600,4800,3500,4649
AR,Van Buren,65817AR0030003,POS,5000,10000,6600,4650
AR,Van Buren,65817AR0030004,POS,2000,4000,6600,4651
AR,Van Buren,65817AR0030005,POS,3600,7200,3600,4653
AR,Van Buren,65817AR0030006,POS,5200,10400,6500,4654
AR,Van Buren,65817AR0030007,POS,6400,12800,6500,4655
AR,Van Buren,65817AR0030008,POS,4200,8400,6600,4656
AR,Van Buren,65817AR0030009,POS,6850,13700,6850,4657
AR,Van Buren,65817AR0040001,POS,4500,9000,6400,4629
AR,Van Buren,65817AR0040002,POS,1000,2000,6600,4635
AR,Van Buren,65817AR0040003,POS,1600,4800,3500,4658
AR,Van Buren,65817AR0040004,POS,5000,10000,6600,4659
AR,Van Buren,65817AR0040005,POS,2000,4000,6600,4660
AR,Van Buren,65817AR0040006,POS,3600,7200,3600,4661
AR,Van Buren,65817AR0040007,POS,5200,10400,6500,4662
AR,Van Buren,65817AR0040008,POS,6400,12800,6500,4663
AR,Van Buren,65817AR0040009,POS,4200,8400,6600,4664
AR,Van Buren,65817AR0040010,POS,6850,13700,6850,4665
AR,Van Buren,70525AR0070001,POS,5000,10000,6450,4666
AR,Van Buren,70525AR0070002,POS,3500,7000,6450,4667
AR,Van Buren,70525AR0070003,POS,2500,5000,6850,4668
AR,Van Buren,70525AR0070006,POS,6850,13700,6850,4669
AR,Van Buren,70525AR0070050,POS,2000,4000,3500,3560
AR,Van Buren,70525AR0070151,POS,3000,6000,4000,4670
AR,Van Buren,75293AR0250001,PPO,500,1000,5000,4671
AR,Van Buren,75293AR0260001,PPO,1000,2000,4500,4672
AR,Van Buren,75293AR0270001,PPO,2500,5000,6850,4673
AR,Van Buren,75293AR0280001,PPO,3500,7000,6850,4675
AR,Van Buren,75293AR0290001,PPO,6200,12400,6850,4676
AR,Van Buren,75293AR0310001,PPO,6300,12600,6300,4677
AR,Van Buren,75293AR0320001,PPO,6850,13700,6850,4678
AR,Van Buren,75293AR0330001,PPO,500,1000,4500,4679
AR,Van Buren,75293AR0350001,PPO,2600,5200,6850,4681
AR,Van Buren,75293AR0370001,PPO,6350,12700,6850,4682
AR,Van Buren,75293AR1180001,PPO,1500,3000,6850,4683
AR,Van Buren,75293AR1190001,PPO,3350,6700,3350,4684
AR,White,37903AR0070001,PPO,2500,5000,6850,4731
AR,White,37903AR0070008,PPO,2000,4000,3500,4732
AR,White,62141AR0080002,PPO,1000,2000,6350,4733
AR,White,62141AR0080005,PPO,5000,10000,6350,4734
AR,White,62141AR0080007,PPO,3000,6000,6000,4735
AR,White,62141AR0100005,PPO,5000,10000,6350,4736
AR,White,62141AR0100007,PPO,3000,6000,6000,4737
AR,White,65817AR0030001,POS,1000,2000,6600,4738
AR,White,65817AR0030002,POS,1600,4800,3500,4739
AR,White,65817AR0030003,POS,5000,10000,6600,4740
AR,White,65817AR0030004,POS,2000,4000,6600,4741
AR,White,65817AR0030005,POS,3600,7200,3600,4743
AR,White,65817AR0030006,POS,5200,10400,6500,4744
AR,White,65817AR0030007,POS,6400,12800,6500,4745
AR,White,65817AR0030008,POS,4200,8400,6600,4746
AR,White,65817AR0030009,POS,6850,13700,6850,4747
AR,White,65817AR0040001,POS,4500,9000,6400,4748
AR,White,65817AR0040002,POS,1000,2000,6600,3662
AR,White,65817AR0040003,POS,1600,4800,3500,4719
AR,White,65817AR0040004,POS,5000,10000,6600,4749
AR,White,65817AR0040005,POS,2000,4000,6600,4750
AR,White,65817AR0040006,POS,3600,7200,3600,4751
AR,White,65817AR0040007,POS,5200,10400,6500,4752
AR,White,65817AR0040008,POS,6400,12800,6500,4753
AR,White,65817AR0040009,POS,4200,8400,6600,4754
AR,White,65817AR0040010,POS,6850,13700,6850,4755
AR,White,70525AR0070001,POS,5000,10000,6450,4756
AR,White,70525AR0070002,POS,3500,7000,6450,4757
AR,White,70525AR0070003,POS,2500,5000,6850,4758
AR,White,70525AR0070006,POS,6850,13700,6850,4759
AR,White,70525AR0070050,POS,2000,4000,3500,4725
AR,White,70525AR0070151,POS,3000,6000,4000,4760
AR,White,75293AR0250001,PPO,500,1000,5000,4761
AR,White,75293AR0260001,PPO,1000,2000,4500,4762
AR,White,75293AR0270001,PPO,2500,5000,6850,4763
AR,White,75293AR0280001,PPO,3500,7000,6850,4765
AR,White,75293AR0290001,PPO,6200,12400,6850,4766
AR,White,75293AR0310001,PPO,6300,12600,6300,4767
AR,White,75293AR0320001,PPO,6850,13700,6850,4768
AR,White,75293AR0330001,PPO,500,1000,4500,4769
AR,White,75293AR0350001,PPO,2600,5200,6850,4771
AR,White,75293AR0370001,PPO,6350,12700,6850,4772
AR,White,75293AR1180001,PPO,1500,3000,6850,4773
AR,White,75293AR1190001,PPO,3350,6700,3350,4774
AR,Woodruff,37903AR0070001,PPO,2500,5000,6850,4776
AR,Woodruff,37903AR0070008,PPO,2000,4000,3500,4777
AR,Woodruff,62141AR0080002,PPO,1000,2000,6350,4778
AR,Woodruff,62141AR0080005,PPO,5000,10000,6350,4779
AR,Woodruff,62141AR0080007,PPO,3000,6000,6000,4780
AR,Woodruff,62141AR0100005,PPO,5000,10000,6350,4781
AR,Woodruff,62141AR0100007,PPO,3000,6000,6000,4782
AR,Woodruff,65817AR0030001,POS,1000,2000,6600,4783
AR,Woodruff,65817AR0030002,POS,1600,4800,3500,4784
AR,Woodruff,65817AR0030003,POS,5000,10000,6600,4785
AR,Woodruff,65817AR0030004,POS,2000,4000,6600,4786
AR,Woodruff,65817AR0030005,POS,3600,7200,3600,4788
AR,Woodruff,65817AR0030006,POS,5200,10400,6500,4789
AR,Woodruff,65817AR0030007,POS,6400,12800,6500,4790
AR,Woodruff,65817AR0030008,POS,4200,8400,6600,4791
AR,Woodruff,65817AR0030009,POS,6850,13700,6850,4792
AR,Woodruff,65817AR0040001,POS,4500,9000,6400,4764
AR,Woodruff,65817AR0040002,POS,1000,2000,6600,4770
AR,Woodruff,65817AR0040003,POS,1600,4800,3500,4793
AR,Woodruff,65817AR0040004,POS,5000,10000,6600,4794
AR,Woodruff,65817AR0040005,POS,2000,4000,6600,4795
AR,Woodruff,65817AR0040006,POS,3600,7200,3600,4796
AR,Woodruff,65817AR0040007,POS,5200,10400,6500,4797
AR,Woodruff,65817AR0040008,POS,6400,12800,6500,4798
AR,Woodruff,65817AR0040009,POS,4200,8400,6600,4799
AR,Woodruff,65817AR0040010,POS,6850,13700,6850,4800
AR,Woodruff,70525AR0070001,POS,5000,10000,6450,4801
AR,Woodruff,70525AR0070002,POS,3500,7000,6450,4802
AR,Woodruff,70525AR0070003,POS,2500,5000,6850,4803
AR,Woodruff,70525AR0070006,POS,6850,13700,6850,4804
AR,Woodruff,70525AR0070050,POS,2000,4000,3500,3740
AR,Woodruff,70525AR0070151,POS,3000,6000,4000,4805
AR,Woodruff,75293AR0250001,PPO,500,1000,5000,4806
AR,Woodruff,75293AR0260001,PPO,1000,2000,4500,4807
AR,Woodruff,75293AR0270001,PPO,2500,5000,6850,4808
AR,Woodruff,75293AR0280001,PPO,3500,7000,6850,4810
AR,Woodruff,75293AR0290001,PPO,6200,12400,6850,4811
AR,Woodruff,75293AR0310001,PPO,6300,12600,6300,4812
AR,Woodruff,75293AR0320001,PPO,6850,13700,6850,4813
AR,Woodruff,75293AR0330001,PPO,500,1000,4500,4814
AR,Woodruff,75293AR0350001,PPO,2600,5200,6850,4816
AR,Woodruff,75293AR0370001,PPO,6350,12700,6850,4817
AR,Woodruff,75293AR1180001,PPO,1500,3000,6850,4818
AR,Woodruff,75293AR1190001,PPO,3350,6700,3350,4819
AR,Yell,37903AR0070001,PPO,2500,5000,6850,4821
AR,Yell,37903AR0070008,PPO,2000,4000,3500,4822
AR,Yell,62141AR0080002,PPO,1000,2000,6350,4823
AR,Yell,62141AR0080005,PPO,5000,10000,6350,4824
AR,Yell,62141AR0080007,PPO,3000,6000,6000,4825
AR,Yell,62141AR0100005,PPO,5000,10000,6350,4826
AR,Yell,62141AR0100007,PPO,3000,6000,6000,4827
AR,Yell,65817AR0030001,POS,1000,2000,6600,4828
AR,Yell,65817AR0030002,POS,1600,4800,3500,4829
AR,Yell,65817AR0030003,POS,5000,10000,6600,4830
AR,Yell,65817AR0030004,POS,2000,4000,6600,4831
AR,Yell,65817AR0030005,POS,3600,7200,3600,4833
AR,Yell,65817AR0030006,POS,5200,10400,6500,4834
AR,Yell,65817AR0030007,POS,6400,12800,6500,4835
AR,Yell,65817AR0030008,POS,4200,8400,6600,4836
AR,Yell,65817AR0030009,POS,6850,13700,6850,4837
AR,Yell,65817AR0040001,POS,4500,9000,6400,4838
AR,Yell,65817AR0040002,POS,1000,2000,6600,3752
AR,Yell,65817AR0040003,POS,1600,4800,3500,4809
AR,Yell,65817AR0040004,POS,5000,10000,6600,4839
AR,Yell,65817AR0040005,POS,2000,4000,6600,4840
AR,Yell,65817AR0040006,POS,3600,7200,3600,4841
AR,Yell,65817AR0040007,POS,5200,10400,6500,4842
AR,Yell,65817AR0040008,POS,6400,12800,6500,4843
AR,Yell,65817AR0040009,POS,4200,8400,6600,4815
AR,Yell,65817AR0040010,POS,6850,13700,6850,4844
