StateCode,CountyName,PlanIDStandardComponent,PlanType,MedicalDeductibleIndividual,MedicalDeductibleFamilySt,MedicalMaximumOutOfPocket,count
AK,Aleutians East,38344AK0570001,PPO,5250,10500,6100,1
AK,Aleutians East,38344AK0570002,PPO,3000,6000,4100,2
AK,Aleutians East,38344AK0620003,PPO,1500,3000,4750,3
AK,Aleutians East,38344AK0620004,PPO,2000,4000,6850,4
AK,Aleutians East,38344AK0620006,PPO,3000,6000,6850,6
AK,Aleutians East,38344AK0620008,PPO,6350,12700,6850,7
AK,Aleutians East,73836AK0750001,PPO,750,1500,4750,8
AK,Aleutians East,73836AK0750002,PPO,750,1500,4750,9
AK,Aleutians East,73836AK0750003,PPO,1750,3500,6850,10
AK,Aleutians East,73836AK0750004,PPO,1750,3500,6850,12
AK,Aleutians East,73836AK0790001,PPO,6850,13700,6850,13
AK,Aleutians East,73836AK0790002,PPO,6850,13700,6850,14
AK,Aleutians East,73836AK0840001,PPO,2500,5000,6650,15
AK,Aleutians East,73836AK0850001,PPO,5750,11500,6850,16
AK,Aleutians East,73836AK0850002,PPO,5750,11500,6850,5
AK,Aleutians East,73836AK0860001,PPO,4500,9000,6850,17
AK,Aleutians East,73836AK0860002,PPO,4500,9000,6850,18
AK,Aleutians West,38344AK0570001,PPO,5250,10500,6100,19
AK,Aleutians West,38344AK0570002,PPO,3000,6000,4100,20
AK,Aleutians West,38344AK0620003,PPO,1500,3000,4750,21
AK,Aleutians West,38344AK0620004,PPO,2000,4000,6850,23
AK,Aleutians West,38344AK0620006,PPO,3000,6000,6850,24
AK,Aleutians West,38344AK0620008,PPO,6350,12700,6850,25
AK,Aleutians West,73836AK0750001,PPO,750,1500,4750,26
AK,Aleutians West,73836AK0750002,PPO,750,1500,4750,27
AK,Aleutians West,73836AK0750003,PPO,1750,3500,6850,28
AK,Aleutians West,73836AK0750004,PPO,1750,3500,6850,29
AK,Aleutians West,73836AK0790001,PPO,6850,13700,6850,30
AK,Aleutians West,73836AK0790002,PPO,6850,13700,6850,31
AK,Aleutians West,73836AK0840001,PPO,2500,5000,6650,32
AK,Aleutians West,73836AK0850001,PPO,5750,11500,6850,22
AK,Aleutians West,73836AK0850002,PPO,5750,11500,6850,33
AK,Aleutians West,73836AK0860001,PPO,4500,9000,6850,34
AK,Aleutians West,73836AK0860002,PPO,4500,9000,6850,35
AK,Anchorage,38344AK0570001,PPO,5250,10500,6100,36
AK,Anchorage,38344AK0570002,PPO,3000,6000,4100,37
AK,Anchorage,38344AK0620003,PPO,1500,3000,4750,38
AK,Anchorage,38344AK0620004,PPO,2000,4000,6850,39
AK,Anchorage,38344AK0620006,PPO,3000,6000,6850,40
AK,Anchorage,38344AK0620008,PPO,6350,12700,6850,41
AK,Anchorage,73836AK0750001,PPO,750,1500,4750,42
AK,Anchorage,73836AK0750002,PPO,750,1500,4750,43
AK,Anchorage,73836AK0750003,PPO,1750,3500,6850,44
AK,Anchorage,73836AK0750004,PPO,1750,3500,6850,45
AK,Anchorage,73836AK0790001,PPO,6850,13700,6850,46
AK,Anchorage,73836AK0790002,PPO,6850,13700,6850,47
AK,Anchorage,73836AK0840001,PPO,2500,5000,6650,48
AK,Anchorage,73836AK0850001,PPO,5750,11500,6850,49
AK,Anchorage,73836AK0850002,PPO,5750,11500,6850,50
AK,Anchorage,73836AK0860001,PPO,4500,9000,6850,51
AK,Anchorage,73836AK0860002,PPO,4500,9000,6850,52
AK,Bethel,38344AK0570001,PPO,5250,10500,6100,53
AK,Bethel,38344AK0570002,PPO,3000,6000,4100,55
AK,Bethel,38344AK0620003,PPO,1500,3000,4750,56
AK,Bethel,38344AK0620004,PPO,2000,4000,6850,57
AK,Bethel,38344AK0620006,PPO,3000,6000,6850,58
AK,Bethel,38344AK0620008,PPO,6350,12700,6850,54
AK,Bethel,73836AK0750001,PPO,750,1500,4750,60
AK,Bethel,73836AK0750002,PPO,750,1500,4750,61
AK,Bethel,73836AK0750003,PPO,1750,3500,6850,62
AK,Bethel,73836AK0750004,PPO,1750,3500,6850,63
AK,Bethel,73836AK0790001,PPO,6850,13700,6850,64
AK,Bethel,73836AK0790002,PPO,6850,13700,6850,66
AK,Bethel,73836AK0840001,PPO,2500,5000,6650,67
AK,Bethel,73836AK0850001,PPO,5750,11500,6850,68
AK,Bethel,73836AK0850002,PPO,5750,11500,6850,69
AK,Bethel,73836AK0860001,PPO,4500,9000,6850,70
AK,Bethel,73836AK0860002,PPO,4500,9000,6850,71
AK,Bristol Bay,38344AK0570001,PPO,5250,10500,6100,72
AK,Bristol Bay,38344AK0570002,PPO,3000,6000,4100,73
AK,Bristol Bay,38344AK0620003,PPO,1500,3000,4750,74
AK,Bristol Bay,38344AK0620004,PPO,2000,4000,6850,75
AK,Bristol Bay,38344AK0620006,PPO,3000,6000,6850,77
AK,Bristol Bay,38344AK0620008,PPO,6350,12700,6850,78
AK,Bristol Bay,73836AK0750001,PPO,750,1500,4750,79
AK,Bristol Bay,73836AK0750002,PPO,750,1500,4750,80
AK,Bristol Bay,73836AK0750003,PPO,1750,3500,6850,81
AK,Bristol Bay,73836AK0750004,PPO,1750,3500,6850,82
AK,Bristol Bay,73836AK0790001,PPO,6850,13700,6850,83
AK,Bristol Bay,73836AK0790002,PPO,6850,13700,6850,84
AK,Bristol Bay,73836AK0840001,PPO,2500,5000,6650,85
AK,Bristol Bay,73836AK0850001,PPO,5750,11500,6850,86
AK,Bristol Bay,73836AK0850002,PPO,5750,11500,6850,76
AK,Bristol Bay,73836AK0860001,PPO,4500,9000,6850,87
AK,Bristol Bay,73836AK0860002,PPO,4500,9000,6850,88
AK,Denali,38344AK0570001,PPO,5250,10500,6100,89
AK,Denali,38344AK0570002,PPO,3000,6000,4100,90
AK,Denali,38344AK0620003,PPO,1500,3000,4750,91
AK,Denali,38344AK0620004,PPO,2000,4000,6850,93
AK,Denali,38344AK0620006,PPO,3000,6000,6850,94
AK,Denali,38344AK0620008,PPO,6350,12700,6850,95
AK,Denali,73836AK0750001,PPO,750,1500,4750,96
AK,Denali,73836AK0750002,PPO,750,1500,4750,97
AK,Denali,73836AK0750003,PPO,1750,3500,6850,98
AK,Denali,73836AK0750004,PPO,1750,3500,6850,99
AK,Denali,73836AK0790001,PPO,6850,13700,6850,100
AK,Denali,73836AK0790002,PPO,6850,13700,6850,101
AK,Denali,73836AK0840001,PPO,2500,5000,6650,102
AK,Denali,73836AK0850001,PPO,5750,11500,6850,92
AK,Denali,73836AK0850002,PPO,5750,11500,6850,103
AK,Denali,73836AK0860001,PPO,4500,9000,6850,104
AK,Denali,73836AK0860002,PPO,4500,9000,6850,105
AK,Dillingham,38344AK0570001,PPO,5250,10500,6100,106
AK,Dillingham,38344AK0570002,PPO,3000,6000,4100,107
AK,Dillingham,38344AK0620003,PPO,1500,3000,4750,108
AK,Dillingham,38344AK0620004,PPO,2000,4000,6850,109
AK,Dillingham,38344AK0620006,PPO,3000,6000,6850,110
AK,Dillingham,38344AK0620008,PPO,6350,12700,6850,111
AK,Dillingham,73836AK0750001,PPO,750,1500,4750,112
AK,Dillingham,73836AK0750002,PPO,750,1500,4750,113
AK,Dillingham,73836AK0750003,PPO,1750,3500,6850,114
AK,Dillingham,73836AK0750004,PPO,1750,3500,6850,115
AK,Dillingham,73836AK0790001,PPO,6850,13700,6850,116
AK,Dillingham,73836AK0790002,PPO,6850,13700,6850,117
AK,Dillingham,73836AK0840001,PPO,2500,5000,6650,118
AK,Dillingham,73836AK0850001,PPO,5750,11500,6850,119
AK,Dillingham,73836AK0850002,PPO,5750,11500,6850,120
AK,Dillingham,73836AK0860001,PPO,4500,9000,6850,121
AK,Dillingham,73836AK0860002,PPO,4500,9000,6850,122
AK,Fairbanks North Star,38344AK0570001,PPO,5250,10500,6100,123
AK,Fairbanks North Star,38344AK0570002,PPO,3000,6000,4100,125
AK,Fairbanks North Star,38344AK0620003,PPO,1500,3000,4750,126
AK,Fairbanks North Star,38344AK0620004,PPO,2000,4000,6850,127
AK,Fairbanks North Star,38344AK0620006,PPO,3000,6000,6850,128
AK,Fairbanks North Star,38344AK0620008,PPO,6350,12700,6850,124
AK,Fairbanks North Star,73836AK0750001,PPO,750,1500,4750,130
AK,Fairbanks North Star,73836AK0750002,PPO,750,1500,4750,131
AK,Fairbanks North Star,73836AK0750003,PPO,1750,3500,6850,132
AK,Fairbanks North Star,73836AK0750004,PPO,1750,3500,6850,133
AK,Fairbanks North Star,73836AK0790001,PPO,6850,13700,6850,134
AK,Fairbanks North Star,73836AK0790002,PPO,6850,13700,6850,136
AK,Fairbanks North Star,73836AK0840001,PPO,2500,5000,6650,137
AK,Fairbanks North Star,73836AK0850001,PPO,5750,11500,6850,138
AK,Fairbanks North Star,73836AK0850002,PPO,5750,11500,6850,139
AK,Fairbanks North Star,73836AK0860001,PPO,4500,9000,6850,140
AK,Fairbanks North Star,73836AK0860002,PPO,4500,9000,6850,141
AK,Haines,38344AK0570001,PPO,5250,10500,6100,142
AK,Haines,38344AK0570002,PPO,3000,6000,4100,143
AK,Haines,38344AK0620003,PPO,1500,3000,4750,144
AK,Haines,38344AK0620004,PPO,2000,4000,6850,145
AK,Haines,38344AK0620006,PPO,3000,6000,6850,147
AK,Haines,38344AK0620008,PPO,6350,12700,6850,148
AK,Haines,73836AK0750001,PPO,750,1500,4750,149
AK,Haines,73836AK0750002,PPO,750,1500,4750,150
AK,Haines,73836AK0750003,PPO,1750,3500,6850,151
AK,Haines,73836AK0750004,PPO,1750,3500,6850,152
AK,Haines,73836AK0790001,PPO,6850,13700,6850,153
AK,Haines,73836AK0790002,PPO,6850,13700,6850,154
AK,Haines,73836AK0840001,PPO,2500,5000,6650,155
AK,Haines,73836AK0850001,PPO,5750,11500,6850,156
AK,Haines,73836AK0850002,PPO,5750,11500,6850,146
AK,Haines,73836AK0860001,PPO,4500,9000,6850,157
AK,Haines,73836AK0860002,PPO,4500,9000,6850,158
AK,Hoonah Angoon,38344AK0570001,PPO,5250,10500,6100,159
AK,Hoonah Angoon,38344AK0570002,PPO,3000,6000,4100,160
AK,Hoonah Angoon,38344AK0620003,PPO,1500,3000,4750,161
AK,Hoonah Angoon,38344AK0620004,PPO,2000,4000,6850,163
AK,Hoonah Angoon,38344AK0620006,PPO,3000,6000,6850,164
AK,Hoonah Angoon,38344AK0620008,PPO,6350,12700,6850,165
AK,Hoonah Angoon,73836AK0750001,PPO,750,1500,4750,166
AK,Hoonah Angoon,73836AK0750002,PPO,750,1500,4750,167
AK,Hoonah Angoon,73836AK0750003,PPO,1750,3500,6850,168
AK,Hoonah Angoon,73836AK0750004,PPO,1750,3500,6850,169
AK,Hoonah Angoon,73836AK0790001,PPO,6850,13700,6850,170
AK,Hoonah Angoon,73836AK0790002,PPO,6850,13700,6850,171
AK,Hoonah Angoon,73836AK0840001,PPO,2500,5000,6650,172
AK,Hoonah Angoon,73836AK0850001,PPO,5750,11500,6850,162
AK,Hoonah Angoon,73836AK0850002,PPO,5750,11500,6850,173
AK,Hoonah Angoon,73836AK0860001,PPO,4500,9000,6850,174
AK,Hoonah Angoon,73836AK0860002,PPO,4500,9000,6850,175
AK,Juneau,38344AK0570001,PPO,5250,10500,6100,176
AK,Juneau,38344AK0570002,PPO,3000,6000,4100,177
AK,Juneau,38344AK0620003,PPO,1500,3000,4750,178
AK,Juneau,38344AK0620004,PPO,2000,4000,6850,179
AK,Juneau,38344AK0620006,PPO,3000,6000,6850,180
AK,Juneau,38344AK0620008,PPO,6350,12700,6850,181
AK,Juneau,73836AK0750001,PPO,750,1500,4750,182
AK,Juneau,73836AK0750002,PPO,750,1500,4750,183
AK,Juneau,73836AK0750003,PPO,1750,3500,6850,184
AK,Juneau,73836AK0750004,PPO,1750,3500,6850,185
AK,Juneau,73836AK0790001,PPO,6850,13700,6850,186
AK,Juneau,73836AK0790002,PPO,6850,13700,6850,187
AK,Juneau,73836AK0840001,PPO,2500,5000,6650,188
AK,Juneau,73836AK0850001,PPO,5750,11500,6850,189
AK,Juneau,73836AK0850002,PPO,5750,11500,6850,190
AK,Juneau,73836AK0860001,PPO,4500,9000,6850,191
AK,Juneau,73836AK0860002,PPO,4500,9000,6850,192
AK,Kenai Peninsula,38344AK0570001,PPO,5250,10500,6100,193
AK,Kenai Peninsula,38344AK0570002,PPO,3000,6000,4100,195
AK,Kenai Peninsula,38344AK0620003,PPO,1500,3000,4750,196
AK,Kenai Peninsula,38344AK0620004,PPO,2000,4000,6850,197
AK,Kenai Peninsula,38344AK0620006,PPO,3000,6000,6850,198
AK,Kenai Peninsula,38344AK0620008,PPO,6350,12700,6850,194
AK,Kenai Peninsula,73836AK0750001,PPO,750,1500,4750,200
AK,Kenai Peninsula,73836AK0750002,PPO,750,1500,4750,201
AK,Kenai Peninsula,73836AK0750003,PPO,1750,3500,6850,202
AK,Kenai Peninsula,73836AK0750004,PPO,1750,3500,6850,203
AK,Kenai Peninsula,73836AK0790001,PPO,6850,13700,6850,204
AK,Kenai Peninsula,73836AK0790002,PPO,6850,13700,6850,206
AK,Kenai Peninsula,73836AK0840001,PPO,2500,5000,6650,207
AK,Kenai Peninsula,73836AK0850001,PPO,5750,11500,6850,208
AK,Kenai Peninsula,73836AK0850002,PPO,5750,11500,6850,209
AK,Kenai Peninsula,73836AK0860001,PPO,4500,9000,6850,210
AK,Kenai Peninsula,73836AK0860002,PPO,4500,9000,6850,211
AK,Ketchikan Gateway,38344AK0570001,PPO,5250,10500,6100,212
AK,Ketchikan Gateway,38344AK0570002,PPO,3000,6000,4100,213
AK,Ketchikan Gateway,38344AK0620003,PPO,1500,3000,4750,214
AK,Ketchikan Gateway,38344AK0620004,PPO,2000,4000,6850,215
AK,Ketchikan Gateway,38344AK0620006,PPO,3000,6000,6850,217
AK,Ketchikan Gateway,38344AK0620008,PPO,6350,12700,6850,218
AK,Ketchikan Gateway,73836AK0750001,PPO,750,1500,4750,219
AK,Ketchikan Gateway,73836AK0750002,PPO,750,1500,4750,220
AK,Ketchikan Gateway,73836AK0750003,PPO,1750,3500,6850,221
AK,Ketchikan Gateway,73836AK0750004,PPO,1750,3500,6850,222
AK,Ketchikan Gateway,73836AK0790001,PPO,6850,13700,6850,223
AK,Ketchikan Gateway,73836AK0790002,PPO,6850,13700,6850,224
AK,Ketchikan Gateway,73836AK0840001,PPO,2500,5000,6650,225
AK,Ketchikan Gateway,73836AK0850001,PPO,5750,11500,6850,226
AK,Ketchikan Gateway,73836AK0850002,PPO,5750,11500,6850,216
AK,Ketchikan Gateway,73836AK0860001,PPO,4500,9000,6850,227
AK,Ketchikan Gateway,73836AK0860002,PPO,4500,9000,6850,228
AK,Kodiak Island,38344AK0570001,PPO,5250,10500,6100,229
AK,Kodiak Island,38344AK0570002,PPO,3000,6000,4100,230
AK,Kodiak Island,38344AK0620003,PPO,1500,3000,4750,231
AK,Kodiak Island,38344AK0620004,PPO,2000,4000,6850,233
AK,Kodiak Island,38344AK0620006,PPO,3000,6000,6850,234
AK,Kodiak Island,38344AK0620008,PPO,6350,12700,6850,235
AK,Kodiak Island,73836AK0750001,PPO,750,1500,4750,236
AK,Kodiak Island,73836AK0750002,PPO,750,1500,4750,237
AK,Kodiak Island,73836AK0750003,PPO,1750,3500,6850,238
AK,Kodiak Island,73836AK0750004,PPO,1750,3500,6850,239
AK,Kodiak Island,73836AK0790001,PPO,6850,13700,6850,240
AK,Kodiak Island,73836AK0790002,PPO,6850,13700,6850,241
AK,Kodiak Island,73836AK0840001,PPO,2500,5000,6650,242
AK,Kodiak Island,73836AK0850001,PPO,5750,11500,6850,232
AK,Kodiak Island,73836AK0850002,PPO,5750,11500,6850,243
AK,Kodiak Island,73836AK0860001,PPO,4500,9000,6850,244
AK,Kodiak Island,73836AK0860002,PPO,4500,9000,6850,245
AK,Lake And Peninsula,38344AK0570001,PPO,5250,10500,6100,246
AK,Lake And Peninsula,38344AK0570002,PPO,3000,6000,4100,247
AK,Lake And Peninsula,38344AK0620003,PPO,1500,3000,4750,248
AK,Lake And Peninsula,38344AK0620004,PPO,2000,4000,6850,249
AK,Lake And Peninsula,38344AK0620006,PPO,3000,6000,6850,250
AK,Lake And Peninsula,38344AK0620008,PPO,6350,12700,6850,251
AK,Lake And Peninsula,73836AK0750001,PPO,750,1500,4750,252
AK,Lake And Peninsula,73836AK0750002,PPO,750,1500,4750,253
AK,Lake And Peninsula,73836AK0750003,PPO,1750,3500,6850,254
AK,Lake And Peninsula,73836AK0750004,PPO,1750,3500,6850,255
AK,Lake And Peninsula,73836AK0790001,PPO,6850,13700,6850,256
AK,Lake And Peninsula,73836AK0790002,PPO,6850,13700,6850,257
AK,Lake And Peninsula,73836AK0840001,PPO,2500,5000,6650,258
AK,Lake And Peninsula,73836AK0850001,PPO,5750,11500,6850,259
AK,Lake And Peninsula,73836AK0850002,PPO,5750,11500,6850,260
AK,Lake And Peninsula,73836AK0860001,PPO,4500,9000,6850,261
AK,Lake And Peninsula,73836AK0860002,PPO,4500,9000,6850,262
AK,Matanuska Susitna,38344AK0570001,PPO,5250,10500,6100,263
AK,Matanuska Susitna,38344AK0570002,PPO,3000,6000,4100,265
AK,Matanuska Susitna,38344AK0620003,PPO,1500,3000,4750,266
AK,Matanuska Susitna,38344AK0620004,PPO,2000,4000,6850,267
AK,Matanuska Susitna,38344AK0620006,PPO,3000,6000,6850,268
AK,Matanuska Susitna,38344AK0620008,PPO,6350,12700,6850,264
AK,Matanuska Susitna,73836AK0750001,PPO,750,1500,4750,270
AK,Matanuska Susitna,73836AK0750002,PPO,750,1500,4750,271
AK,Matanuska Susitna,73836AK0750003,PPO,1750,3500,6850,272
AK,Matanuska Susitna,73836AK0750004,PPO,1750,3500,6850,273
AK,Matanuska Susitna,73836AK0790001,PPO,6850,13700,6850,274
AK,Matanuska Susitna,73836AK0790002,PPO,6850,13700,6850,276
AK,Matanuska Susitna,73836AK0840001,PPO,2500,5000,6650,277
AK,Matanuska Susitna,73836AK0850001,PPO,5750,11500,6850,278
AK,Matanuska Susitna,73836AK0850002,PPO,5750,11500,6850,279
AK,Matanuska Susitna,73836AK0860001,PPO,4500,9000,6850,280
AK,Matanuska Susitna,73836AK0860002,PPO,4500,9000,6850,281
AK,Nome,38344AK0570001,PPO,5250,10500,6100,282
AK,Nome,38344AK0570002,PPO,3000,6000,4100,283
AK,Nome,38344AK0620003,PPO,1500,3000,4750,284
AK,Nome,38344AK0620004,PPO,2000,4000,6850,285
AK,Nome,38344AK0620006,PPO,3000,6000,6850,287
AK,Nome,38344AK0620008,PPO,6350,12700,6850,288
AK,Nome,73836AK0750001,PPO,750,1500,4750,289
AK,Nome,73836AK0750002,PPO,750,1500,4750,290
AK,Nome,73836AK0750003,PPO,1750,3500,6850,291
AK,Nome,73836AK0750004,PPO,1750,3500,6850,292
AK,Nome,73836AK0790001,PPO,6850,13700,6850,293
AK,Nome,73836AK0790002,PPO,6850,13700,6850,294
AK,Nome,73836AK0840001,PPO,2500,5000,6650,295
AK,Nome,73836AK0850001,PPO,5750,11500,6850,296
AK,Nome,73836AK0850002,PPO,5750,11500,6850,286
AK,Nome,73836AK0860001,PPO,4500,9000,6850,297
AK,Nome,73836AK0860002,PPO,4500,9000,6850,298
AK,North Slope,38344AK0570001,PPO,5250,10500,6100,299
AK,North Slope,38344AK0570002,PPO,3000,6000,4100,300
AK,North Slope,38344AK0620003,PPO,1500,3000,4750,301
AK,North Slope,38344AK0620004,PPO,2000,4000,6850,303
AK,North Slope,38344AK0620006,PPO,3000,6000,6850,304
AK,North Slope,38344AK0620008,PPO,6350,12700,6850,305
AK,North Slope,73836AK0750001,PPO,750,1500,4750,306
AK,North Slope,73836AK0750002,PPO,750,1500,4750,307
AK,North Slope,73836AK0750003,PPO,1750,3500,6850,308
AK,North Slope,73836AK0750004,PPO,1750,3500,6850,309
AK,North Slope,73836AK0790001,PPO,6850,13700,6850,310
AK,North Slope,73836AK0790002,PPO,6850,13700,6850,311
AK,North Slope,73836AK0840001,PPO,2500,5000,6650,312
AK,North Slope,73836AK0850001,PPO,5750,11500,6850,302
AK,North Slope,73836AK0850002,PPO,5750,11500,6850,313
AK,North Slope,73836AK0860001,PPO,4500,9000,6850,314
AK,North Slope,73836AK0860002,PPO,4500,9000,6850,315
AK,Northwest Arctic,38344AK0570001,PPO,5250,10500,6100,316
AK,Northwest Arctic,38344AK0570002,PPO,3000,6000,4100,317
AK,Northwest Arctic,38344AK0620003,PPO,1500,3000,4750,318
AK,Northwest Arctic,38344AK0620004,PPO,2000,4000,6850,319
AK,Northwest Arctic,38344AK0620006,PPO,3000,6000,6850,320
AK,Northwest Arctic,38344AK0620008,PPO,6350,12700,6850,321
AK,Northwest Arctic,73836AK0750001,PPO,750,1500,4750,322
AK,Northwest Arctic,73836AK0750002,PPO,750,1500,4750,323
AK,Northwest Arctic,73836AK0750003,PPO,1750,3500,6850,324
AK,Northwest Arctic,73836AK0750004,PPO,1750,3500,6850,325
AK,Northwest Arctic,73836AK0790001,PPO,6850,13700,6850,326
AK,Northwest Arctic,73836AK0790002,PPO,6850,13700,6850,327
AK,Northwest Arctic,73836AK0840001,PPO,2500,5000,6650,328
AK,Northwest Arctic,73836AK0850001,PPO,5750,11500,6850,329
AK,Northwest Arctic,73836AK0850002,PPO,5750,11500,6850,330
AK,Northwest Arctic,73836AK0860001,PPO,4500,9000,6850,331
AK,Northwest Arctic,73836AK0860002,PPO,4500,9000,6850,332
AK,Petersburg,38344AK0570001,PPO,5250,10500,6100,333
AK,Petersburg,38344AK0570002,PPO,3000,6000,4100,335
AK,Petersburg,38344AK0620003,PPO,1500,3000,4750,336
AK,Petersburg,38344AK0620004,PPO,2000,4000,6850,337
AK,Petersburg,38344AK0620006,PPO,3000,6000,6850,338
AK,Petersburg,38344AK0620008,PPO,6350,12700,6850,334
AK,Petersburg,73836AK0750001,PPO,750,1500,4750,340
AK,Petersburg,73836AK0750002,PPO,750,1500,4750,341
AK,Petersburg,73836AK0750003,PPO,1750,3500,6850,342
AK,Petersburg,73836AK0750004,PPO,1750,3500,6850,343
AK,Petersburg,73836AK0790001,PPO,6850,13700,6850,344
AK,Petersburg,73836AK0790002,PPO,6850,13700,6850,346
AK,Petersburg,73836AK0840001,PPO,2500,5000,6650,347
AK,Petersburg,73836AK0850001,PPO,5750,11500,6850,348
AK,Petersburg,73836AK0850002,PPO,5750,11500,6850,349
AK,Petersburg,73836AK0860001,PPO,4500,9000,6850,350
AK,Petersburg,73836AK0860002,PPO,4500,9000,6850,351
AK,Prince Of Wales Hyder,38344AK0570001,PPO,5250,10500,6100,352
AK,Prince Of Wales Hyder,38344AK0570002,PPO,3000,6000,4100,353
AK,Prince Of Wales Hyder,38344AK0620003,PPO,1500,3000,4750,354
AK,Prince Of Wales Hyder,38344AK0620004,PPO,2000,4000,6850,355
AK,Prince Of Wales Hyder,38344AK0620006,PPO,3000,6000,6850,357
AK,Prince Of Wales Hyder,38344AK0620008,PPO,6350,12700,6850,358
AK,Prince Of Wales Hyder,73836AK0750001,PPO,750,1500,4750,359
AK,Prince Of Wales Hyder,73836AK0750002,PPO,750,1500,4750,360
AK,Prince Of Wales Hyder,73836AK0750003,PPO,1750,3500,6850,361
AK,Prince Of Wales Hyder,73836AK0750004,PPO,1750,3500,6850,362
AK,Prince Of Wales Hyder,73836AK0790001,PPO,6850,13700,6850,363
AK,Prince Of Wales Hyder,73836AK0790002,PPO,6850,13700,6850,364
AK,Prince Of Wales Hyder,73836AK0840001,PPO,2500,5000,6650,365
AK,Prince Of Wales Hyder,73836AK0850001,PPO,5750,11500,6850,366
AK,Prince Of Wales Hyder,73836AK0850002,PPO,5750,11500,6850,356
AK,Prince Of Wales Hyder,73836AK0860001,PPO,4500,9000,6850,367
AK,Prince Of Wales Hyder,73836AK0860002,PPO,4500,9000,6850,368
AK,Sitka,38344AK0570001,PPO,5250,10500,6100,369
AK,Sitka,38344AK0570002,PPO,3000,6000,4100,370
AK,Sitka,38344AK0620003,PPO,1500,3000,4750,371
AK,Sitka,38344AK0620004,PPO,2000,4000,6850,373
AK,Sitka,38344AK0620006,PPO,3000,6000,6850,374
AK,Sitka,38344AK0620008,PPO,6350,12700,6850,375
AK,Sitka,73836AK0750001,PPO,750,1500,4750,376
AK,Sitka,73836AK0750002,PPO,750,1500,4750,377
AK,Sitka,73836AK0750003,PPO,1750,3500,6850,378
AK,Sitka,73836AK0750004,PPO,1750,3500,6850,379
AK,Sitka,73836AK0790001,PPO,6850,13700,6850,380
AK,Sitka,73836AK0790002,PPO,6850,13700,6850,381
AK,Sitka,73836AK0840001,PPO,2500,5000,6650,382
AK,Sitka,73836AK0850001,PPO,5750,11500,6850,372
AK,Sitka,73836AK0850002,PPO,5750,11500,6850,383
AK,Sitka,73836AK0860001,PPO,4500,9000,6850,384
AK,Sitka,73836AK0860002,PPO,4500,9000,6850,385
AK,Skagway,38344AK0570001,PPO,5250,10500,6100,386
AK,Skagway,38344AK0570002,PPO,3000,6000,4100,387
AK,Skagway,38344AK0620003,PPO,1500,3000,4750,388
AK,Skagway,38344AK0620004,PPO,2000,4000,6850,389
AK,Skagway,38344AK0620006,PPO,3000,6000,6850,390
AK,Skagway,38344AK0620008,PPO,6350,12700,6850,391
AK,Skagway,73836AK0750001,PPO,750,1500,4750,392
AK,Skagway,73836AK0750002,PPO,750,1500,4750,393
AK,Skagway,73836AK0750003,PPO,1750,3500,6850,394
AK,Skagway,73836AK0750004,PPO,1750,3500,6850,395
AK,Skagway,73836AK0790001,PPO,6850,13700,6850,396
AK,Skagway,73836AK0790002,PPO,6850,13700,6850,397
AK,Skagway,73836AK0840001,PPO,2500,5000,6650,398
AK,Skagway,73836AK0850001,PPO,5750,11500,6850,399
AK,Skagway,73836AK0850002,PPO,5750,11500,6850,400
AK,Skagway,73836AK0860001,PPO,4500,9000,6850,401
AK,Skagway,73836AK0860002,PPO,4500,9000,6850,402
AK,Southeast Fairbanks,38344AK0570001,PPO,5250,10500,6100,403
AK,Southeast Fairbanks,38344AK0570002,PPO,3000,6000,4100,405
AK,Southeast Fairbanks,38344AK0620003,PPO,1500,3000,4750,406
AK,Southeast Fairbanks,38344AK0620004,PPO,2000,4000,6850,407
AK,Southeast Fairbanks,38344AK0620006,PPO,3000,6000,6850,408
AK,Southeast Fairbanks,38344AK0620008,PPO,6350,12700,6850,404
AK,Southeast Fairbanks,73836AK0750001,PPO,750,1500,4750,410
AK,Southeast Fairbanks,73836AK0750002,PPO,750,1500,4750,411
AK,Southeast Fairbanks,73836AK0750003,PPO,1750,3500,6850,412
AK,Southeast Fairbanks,73836AK0750004,PPO,1750,3500,6850,413
AK,Southeast Fairbanks,73836AK0790001,PPO,6850,13700,6850,414
AK,Southeast Fairbanks,73836AK0790002,PPO,6850,13700,6850,416
AK,Southeast Fairbanks,73836AK0840001,PPO,2500,5000,6650,417
AK,Southeast Fairbanks,73836AK0850001,PPO,5750,11500,6850,418
AK,Southeast Fairbanks,73836AK0850002,PPO,5750,11500,6850,419
AK,Southeast Fairbanks,73836AK0860001,PPO,4500,9000,6850,420
AK,Southeast Fairbanks,73836AK0860002,PPO,4500,9000,6850,421
AK,Valdez Cordova,38344AK0570001,PPO,5250,10500,6100,422
AK,Valdez Cordova,38344AK0570002,PPO,3000,6000,4100,423
AK,Valdez Cordova,38344AK0620003,PPO,1500,3000,4750,424
AK,Valdez Cordova,38344AK0620004,PPO,2000,4000,6850,425
AK,Valdez Cordova,38344AK0620006,PPO,3000,6000,6850,427
AK,Valdez Cordova,38344AK0620008,PPO,6350,12700,6850,428
AK,Valdez Cordova,73836AK0750001,PPO,750,1500,4750,429
AK,Valdez Cordova,73836AK0750002,PPO,750,1500,4750,430
AK,Valdez Cordova,73836AK0750003,PPO,1750,3500,6850,431
